timestamp,code,name,price,change_percent,volume,amount,bid_price,ask_price,bid_volume,ask_volume
2025-11-21T09:14:51.654667,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-21T09:14:54.824483,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-21T09:14:57.989601,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-21T09:15:01.144500,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-21T09:15:04.289676,601012.SH,隆基绿能,0.0,-100.0,0,0.0,20.1,20.1,500,500
2025-11-21T09:15:07.439856,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,47600,47600
2025-11-21T09:15:10.591661,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,75900,75900
2025-11-21T09:15:13.739078,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,152100,152100
2025-11-21T09:15:16.882303,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,183100,183100
2025-11-21T09:15:20.022717,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,248100,248100
2025-11-21T09:15:23.159580,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,258300,258300
2025-11-21T09:15:26.301815,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,258300,258300
2025-11-21T09:15:29.446990,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,258800,258800
2025-11-21T09:15:32.597716,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,277700,277700
2025-11-21T09:15:35.739540,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,278400,278400
2025-11-21T09:15:38.880475,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,278400,278400
2025-11-21T09:15:42.045693,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,278900,278900
2025-11-21T09:15:45.177066,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,283000,283000
2025-11-21T09:15:48.306563,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,284200,284200
2025-11-21T09:15:51.441988,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,288000,288000
2025-11-21T09:15:54.605770,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,291600,291600
2025-11-21T09:15:57.727514,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,297400,297400
2025-11-21T09:16:00.849949,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,281200,281200
2025-11-21T09:16:03.970779,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,290200,290200
2025-11-21T09:16:07.091380,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,292300,292300
2025-11-21T09:16:10.211955,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,292900,292900
2025-11-21T09:16:13.341604,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,292000,292000
2025-11-21T09:16:16.464675,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,292000,292000
2025-11-21T09:16:19.589292,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,293600,293600
2025-11-21T09:16:22.718081,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,295100,295100
2025-11-21T09:16:25.842649,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,295100,295100
2025-11-21T09:16:28.965831,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,301600,301600
2025-11-21T09:16:32.093849,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,302300,302300
2025-11-21T09:16:35.225688,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,301000,301000
2025-11-21T09:16:38.349062,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,301100,301100
2025-11-21T09:16:41.482138,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,299500,299500
2025-11-21T09:16:44.606295,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,303300,303300
2025-11-21T09:16:47.727297,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,303300,303300
2025-11-21T09:16:50.848434,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,309700,309700
2025-11-21T09:16:53.969576,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,332500,332500
2025-11-21T09:16:57.085394,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,335500,335500
2025-11-21T09:17:00.204993,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,335500,335500
2025-11-21T09:17:03.320837,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,356500,356500
2025-11-21T09:17:06.447595,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,368500,368500
2025-11-21T09:17:09.566024,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,371100,371100
2025-11-21T09:17:12.684426,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,371900,371900
2025-11-21T09:17:15.809961,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,388000,388000
2025-11-21T09:17:18.932706,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,394200,394200
2025-11-21T09:17:22.049735,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,402200,402200
2025-11-21T09:17:25.166657,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,402300,402300
2025-11-21T09:17:28.291399,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,407300,407300
2025-11-21T09:17:31.417040,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,413300,413300
2025-11-21T09:17:34.537268,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,414700,414700
2025-11-21T09:17:37.656656,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,410600,410600
2025-11-21T09:17:40.777230,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,413400,413400
2025-11-21T09:17:43.900575,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,416600,416600
2025-11-21T09:17:47.025090,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,428800,428800
2025-11-21T09:17:50.148083,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,435800,435800
2025-11-21T09:17:53.269685,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,451700,451700
2025-11-21T09:17:56.392830,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,452200,452200
2025-11-21T09:17:59.508479,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,455200,455200
2025-11-21T09:18:02.633246,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,455200,455200
2025-11-21T09:18:05.745817,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,456900,456900
2025-11-21T09:18:08.862671,601012.SH,隆基绿能,0.0,-100.0,0,0.0,19.8,19.8,456700,456700
