timestamp,code,name,price,change_percent,volume,amount,bid_price,ask_price,bid_volume,ask_volume
2025-11-25T09:03:00.891265,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:02.178843,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:03.410475,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:04.549094,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:05.678871,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:06.807911,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:07.936272,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:09.060847,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:10.180687,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:11.305854,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:12.421104,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:13.546682,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:14.664301,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:15.778722,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:16.894257,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:18.017072,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:19.137095,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:20.254459,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:21.374531,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:22.499951,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:23.628862,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:24.751860,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:25.882334,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:27.008610,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:28.136524,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:29.253667,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:30.374468,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:31.490555,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:32.617638,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:33.735097,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:34.858434,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:35.979866,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:37.116427,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:38.244747,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:39.381029,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:40.511079,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:41.632010,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:42.760766,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:43.886297,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:45.011342,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:46.139106,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:47.281897,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:48.413585,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:49.540094,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:50.665778,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:51.795661,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:52.917344,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:54.053931,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:55.183300,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-11-25T09:03:56.316555,601012.SH,隆基绿能,0.0,-100.0,0,0.0,0.0,0.0,0,0
