timestamp,code,name,price,change_percent,volume,amount,bid_price,ask_price,bid_volume,ask_volume
2025-12-01T09:11:50.858106,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:11:52.180016,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:11:53.444830,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:11:54.695095,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:11:55.887775,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:11:57.076585,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:11:58.236839,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:11:59.383599,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:00.523889,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:01.689823,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:02.813028,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:03.934626,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:05.082365,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:06.203117,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:07.330733,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:08.453434,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:09.572848,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:10.704326,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:11.832338,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
2025-12-01T09:12:13.070472,300454.SZ,深信服,0.0,-100.0,0,0.0,0.0,0.0,0,0
