timestamp,code,name,price,change_percent,volume,amount,bid_price,ask_price,bid_volume,ask_volume
2025-11-28T09:18:37.041197,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:38.271519,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:39.420221,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:40.549271,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:41.676667,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:42.798473,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:43.915641,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:45.042239,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:46.166020,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,22000,22000
2025-11-28T09:18:47.287577,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,22000,22000
2025-11-28T09:18:48.416847,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,22000,22000
2025-11-28T09:18:49.534805,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,22000,22000
2025-11-28T09:18:50.655322,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,22000,22000
2025-11-28T09:18:51.789190,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,22000,22000
2025-11-28T09:18:52.909733,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,22000,22000
2025-11-28T09:18:54.031724,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,22000,22000
2025-11-28T09:18:55.160524,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:56.284853,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:57.473324,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:58.643092,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:18:59.766933,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:19:00.888785,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:19:02.011549,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:19:03.134331,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,21900,21900
2025-11-28T09:19:04.256727,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,25400,25400
2025-11-28T09:19:05.379034,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,25400,25400
2025-11-28T09:19:06.497421,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,25400,25400
2025-11-28T09:19:07.620230,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,25400,25400
2025-11-28T09:19:08.742837,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,25400,25400
2025-11-28T09:19:09.872275,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,25400,25400
2025-11-28T09:19:10.987333,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,25400,25400
2025-11-28T09:19:12.107861,002466.SZ,天齐锂业,0.0,-100.0,0,0.0,53.7,53.7,25400,25400
