timestamp,code,name,price,change_percent,volume,amount,bid_price,ask_price,bid_volume,ask_volume
2025-11-26T00:10:14.244452,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:15.557841,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:16.835683,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:18.114253,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:19.346247,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:20.519244,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:21.671318,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:22.827326,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:23.980589,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:25.131081,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:26.274276,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:27.401129,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:28.528702,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:53.998759,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:55.223445,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
2025-11-26T00:10:56.426358,601012.SH,隆基绿能,18.98,1.17,1377796,2619061640.0,18.97,18.98,101200,17460
