证券代码,证券名称,股票余额,可用余额,冻结数量,成本价,市价,盈亏,盈亏比(%),当日盈亏,当日盈亏比(%),市值,仓位占比(%),当日买入,当日卖出,交易市场,持股天数
600938,中国海油,200,200,0,28.491,28.7,41.88,0.73,-12,-0.21,5740,2.16,0,0,上海Ａ股,15
601899,紫金矿业,1000,1000,0,29.521,29.75,229.19,0.77,10,0.03,29750,11.18,0,0,上海Ａ股,3
333,美的集团,600,600,0,79.856,81.55,1015.85,2.12,-6,-0.01,48930,18.39,0,0,深圳Ａ股,3
2466,天齐锂业,1000,1000,0,54.617,52.81,-1805.81,-3.31,200,0.38,52810,19.85,0,0,深圳Ａ股,12
300115,长盈精密,700,700,0,41.779,41.66,-83.66,-0.28,-392,-1.33,29162,10.96,0,0,深圳Ａ股,2
300454,深信服,400,400,0,117.461,114,-1383.49,-2.95,-460,-1,45600,17.14,0,0,深圳Ａ股,18
300677,英科医疗,1100,1100,0,43.583,41.77,-1993.78,-4.17,-693,-1.49,45947,17.27,0,0,深圳Ａ股,3
