证券代码,证券名称,股票余额,可用余额,冻结数量,成本价,市价,盈亏,盈亏比(%),当日盈亏,当日盈亏比(%),市值,仓位占比(%),当日买入,当日卖出,交易市场,持股天数
600686,金龙汽车,900,900,0,15.005,15.34,301.37,2.23,-18,-0.13,13806,5.14,0,0,上海Ａ股,8
600938,中国海油,200,200,0,28.491,27.81,-136,-2.39,-70,-1.24,5562,2.07,0,0,上海Ａ股,11
601012,隆基绿能,4300,4300,0,21.18,18.81,-10186.09,-11.19,-731,-0.9,80883,30.11,0,0,上海Ａ股,14
2451,摩恩电气,100,100,0,13.902,10.85,-304.79,-21.95,48,4.63,1085,0.4,0,0,深圳Ａ股,10
2466,天齐锂业,600,600,0,55.651,54.16,-893.61,-2.68,276,0.86,32496,12.1,0,0,深圳Ａ股,8
300015,爱尔眼科,100,100,0,28.304,11.43,-1686.21,-59.62,-282,-1.22,1143,0.43,0,0,深圳Ａ股,11
300454,深信服,300,300,0,117.713,117,-213.74,-0.61,429,1.24,35100,13.07,0,0,深圳Ａ股,14
300676,华大基因,400,400,0,48.407,46.55,-742.11,-3.84,-60,-0.32,18620,6.93,0,0,深圳Ａ股,14
