证券代码,证券名称,股票余额,可用余额,冻结数量,成本价,市价,盈亏,盈亏比(%),当日盈亏,当日盈亏比(%),市值,仓位占比(%),当日买入,当日卖出,交易市场,持股天数
600686,金龙汽车,900,900,0,15.005,14.09,-822.96,-6.1,-576,-4.34,12681,4.75,0,0,上海Ａ股,4
600938,中国海油,200,200,0,28.491,28.91,83.87,1.47,-58,-0.99,5782,2.17,0,0,上海Ａ股,7
601012,隆基绿能,4300,4300,0,21.18,18.84,-10057.17,-11.05,-5093,-5.91,81012,30.37,0,0,上海Ａ股,10
2451,摩恩电气,100,100,0,13.902,10.48,-341.76,-24.61,-65,-5.84,1048,0.39,0,0,深圳Ａ股,6
2466,天齐锂业,400,400,0,57.753,56.08,-668.55,-2.9,-1760,-7.28,22432,8.41,0,0,深圳Ａ股,4
300015,爱尔眼科,2000,2000,0,12.293,11.69,-1204.48,-4.9,-440,-1.85,23380,8.77,0,0,深圳Ａ股,7
300454,深信服,300,300,0,117.713,111.9,-1742.83,-4.94,-990,-2.86,33570,12.59,0,0,深圳Ａ股,10
300676,华大基因,400,400,0,48.407,45.9,-1001.94,-5.18,-556,-2.94,18360,6.88,0,0,深圳Ａ股,10
