symbol,name,current_price,change_percent,volume,amount,ma5,ma20,volume_ratio,rsi,is_starting,is_rising,has_increasing_volume,is_multi_ma,score
000656,*ST金科,1.48,-1.33%,65346742,96888329.16,1.498,1.4715,1.2553106197331887,43.47826086956522,False,True,True,True,3
002050,三花智控,45.86,-2.01%,144385946,6679131913.9,44.076,43.0165,1.265842184916938,68.37539432176655,True,True,True,False,3
