时间,价格,涨跌,成交量,成交额,性质
成交时间,成交价格,价格变动,成交量,成交金额,性质
10:38:47,57.16,-0.01,70,400153,卖盘
10:38:50,57.17,0.01,35,200090,买盘
10:38:53,57.17,0.0,31,177217,卖盘
10:38:56,57.17,0.0,19,108621,买盘
10:38:59,57.18,0.01,11,62883,买盘
10:39:02,57.17,-0.01,58,331647,卖盘
10:39:05,57.18,0.01,9,51469,中性盘
10:39:08,57.26,0.08,95,543428,买盘
10:39:11,57.35,0.09,122,699169,买盘
10:39:14,57.39,0.04,72,412996,买盘
10:39:17,57.38,-0.01,49,281241,中性盘
10:39:20,57.41,0.03,31,177947,买盘
10:39:23,57.41,0.0,22,126310,买盘
10:39:26,57.45,0.04,44,252728,买盘
10:39:29,57.46,0.01,29,166603,买盘
10:39:32,57.46,0.0,43,247090,卖盘
10:39:35,57.48,0.02,90,517244,买盘
10:39:38,57.48,0.0,367,2109559,中性盘
10:39:41,57.5,0.02,86,494439,买盘
10:39:44,57.5,0.0,117,672712,买盘
10:39:47,57.46,-0.04,186,1068958,卖盘
10:39:50,57.46,0.0,112,643508,买盘
10:39:53,57.46,0.0,49,281485,买盘
10:39:56,57.45,-0.01,62,356143,中性盘
10:39:59,57.42,-0.03,147,843957,卖盘
10:40:02,57.4,-0.02,83,476506,中性盘
10:40:05,57.4,0.0,50,286964,买盘
10:40:08,57.4,0.0,90,516689,卖盘
10:40:11,57.4,0.0,241,1383142,卖盘
10:40:14,57.4,0.0,142,815255,卖盘
10:40:17,57.4,0.0,164,941496,买盘
10:40:20,57.4,0.0,53,304302,中性盘
10:40:23,57.4,0.0,66,378846,买盘
10:40:26,57.42,0.02,71,407652,买盘
10:40:29,57.39,-0.03,196,1125107,卖盘
10:40:32,57.4,0.01,31,177929,买盘
10:40:35,57.43,0.03,69,396183,买盘
10:40:38,57.42,-0.01,74,424966,卖盘
10:40:41,57.41,-0.01,106,608836,卖盘
10:40:44,57.42,0.01,64,367509,买盘
10:40:47,57.41,-0.01,44,252633,卖盘
10:40:50,57.41,0.0,41,235385,卖盘
10:40:53,57.4,-0.01,10,57404,卖盘
10:40:56,57.41,0.01,77,442001,买盘
10:40:59,57.4,-0.01,50,286986,卖盘
10:41:02,57.39,-0.01,30,172191,卖盘
10:41:05,57.39,0.0,257,1475188,卖盘
10:41:08,57.39,0.0,228,1308458,买盘
10:41:11,57.38,-0.01,78,447641,卖盘
10:41:14,57.4,0.02,63,361573,买盘
10:41:17,57.38,-0.02,22,126247,卖盘
10:41:20,57.39,0.01,39,223801,买盘
10:41:23,57.38,-0.01,203,1164819,卖盘
10:41:26,57.37,-0.01,16,91800,卖盘
10:41:29,57.36,-0.01,123,705749,卖盘
10:41:32,57.36,0.0,41,235189,买盘
10:41:35,57.38,0.02,88,504855,买盘
10:41:38,57.35,-0.03,121,694093,卖盘
10:41:41,57.44,0.09,484,2777754,买盘
10:41:44,57.49,0.05,349,2002622,买盘
10:41:47,57.52,0.03,58,333504,买盘
10:41:50,57.52,0.0,78,448627,买盘
10:41:53,57.52,0.0,32,184054,买盘
10:41:56,57.55,0.03,48,276213,买盘
10:41:59,57.57,0.02,10,57567,卖盘
10:42:02,57.53,-0.04,34,195682,卖盘
10:42:05,57.48,-0.05,200,1150441,卖盘
10:42:08,57.5,0.02,26,149467,买盘
10:42:11,57.48,-0.02,26,149488,卖盘
10:42:14,57.5,0.02,64,367902,买盘
10:42:17,57.48,-0.02,329,1890109,中性盘
10:42:20,57.48,0.0,64,367900,卖盘
10:42:23,57.45,-0.03,169,971934,卖盘
10:42:26,57.45,0.0,73,419382,中性盘
10:42:29,57.42,-0.03,26,149313,卖盘
10:42:32,57.4,-0.02,22,126313,卖盘
10:42:35,57.42,0.02,11,63145,买盘
10:42:38,57.4,-0.02,29,166474,卖盘
10:42:41,57.4,0.0,81,464957,卖盘
10:42:44,57.4,0.0,163,935694,卖盘
10:42:47,57.39,-0.01,79,453464,卖盘
10:42:50,57.4,0.01,126,723210,买盘
10:42:53,57.39,-0.01,35,200869,卖盘
10:42:56,57.37,-0.02,341,1956996,卖盘
10:42:59,57.36,-0.01,7,40159,卖盘
10:43:02,57.35,-0.01,50,286776,卖盘
10:43:05,57.35,0.0,65,372786,卖盘
10:43:08,57.36,0.01,107,613718,买盘
10:43:11,57.35,-0.01,45,258070,卖盘
10:43:14,57.34,-0.01,105,602191,卖盘
10:43:17,57.33,-0.01,19,108955,卖盘
10:43:20,57.33,0.0,70,401401,卖盘
10:43:23,57.31,-0.02,52,298067,卖盘
10:43:26,57.31,0.0,20,114627,卖盘
10:43:29,57.3,-0.01,46,263611,卖盘
10:43:32,57.28,-0.02,43,246380,卖盘
10:43:35,57.28,0.0,3,17184,卖盘
10:43:38,57.28,0.0,8,45824,买盘
10:43:41,57.21,-0.07,13,74373,卖盘
10:43:44,57.21,0.0,8,45788,卖盘
10:43:47,57.2,-0.01,8,45764,卖盘
10:43:50,57.21,0.01,55,314645,买盘
10:43:53,57.24,0.03,13,74393,买盘
10:43:56,57.27,0.03,40,228966,买盘
10:43:59,57.24,-0.03,18,103035,卖盘
10:44:02,57.22,-0.02,10,57225,卖盘
10:44:05,57.22,0.0,9,51495,买盘
10:44:08,57.21,-0.01,12,68661,卖盘
10:44:11,57.21,0.0,33,188800,卖盘
10:44:14,57.2,-0.01,6,34324,卖盘
10:44:17,57.18,-0.02,84,480478,卖盘
10:44:20,57.17,-0.01,93,531738,卖盘
10:44:23,57.16,-0.01,27,154332,卖盘
10:44:26,57.13,-0.03,30,171444,卖盘
10:44:29,57.12,-0.01,13,74292,中性盘
10:44:32,57.1,-0.02,52,296966,卖盘
10:44:35,57.1,0.0,39,222720,卖盘
10:44:38,57.1,0.0,50,285515,卖盘
10:44:41,57.1,0.0,84,479643,卖盘
10:44:44,57.09,-0.01,33,188406,卖盘
10:44:47,57.09,0.0,14,79934,卖盘
10:44:50,57.08,-0.01,26,148432,卖盘
10:44:53,57.08,0.0,16,91316,买盘
10:44:56,57.08,0.0,44,251117,卖盘
10:44:59,57.07,-0.01,28,159809,卖盘
10:45:02,57.07,0.0,74,422322,卖盘
10:45:05,57.08,0.01,49,279646,买盘
10:45:08,57.08,0.0,84,479396,买盘
10:45:11,57.08,0.0,46,262501,买盘
10:45:14,57.08,0.0,13,74210,卖盘
10:45:17,57.09,0.01,48,274017,买盘
10:45:20,57.08,-0.01,42,239764,卖盘
10:45:23,57.08,0.0,37,211209,卖盘
10:45:26,57.09,0.01,53,302561,中性盘
10:45:29,57.1,0.01,79,451026,买盘
10:45:32,57.11,0.01,27,154150,买盘
10:45:35,57.11,0.0,141,805139,买盘
10:45:38,57.11,0.0,26,148462,买盘
10:45:41,57.12,0.01,4,22848,卖盘
10:45:44,57.13,0.01,45,257064,买盘
10:45:47,57.11,-0.02,24,137097,卖盘
10:45:50,57.15,0.04,116,662726,买盘
10:45:53,57.16,0.01,64,365733,买盘
10:45:56,57.13,-0.03,77,439840,卖盘
10:45:59,57.11,-0.02,29,165702,中性盘
10:46:02,57.15,0.04,28,160005,中性盘
10:46:05,57.08,-0.07,117,668172,卖盘
10:46:08,57.07,-0.01,31,176948,卖盘
10:46:11,57.09,0.02,53,302416,中性盘
10:46:14,57.06,-0.03,48,273888,卖盘
10:46:17,57.02,-0.04,73,416363,卖盘
10:46:20,57.0,-0.02,153,872151,卖盘
10:46:23,57.0,0.0,172,981194,卖盘
10:46:26,57.0,0.0,265,1509536,卖盘
10:46:29,57.0,0.0,53,302102,卖盘
10:46:32,57.0,0.0,16,92166,卖盘
10:46:35,56.98,-0.02,56,319136,卖盘
10:46:38,56.96,-0.02,12,68362,卖盘
10:46:41,56.92,-0.04,18,102511,卖盘
10:46:44,56.93,0.01,6,34157,卖盘
10:46:47,56.93,0.0,17,96779,买盘
10:46:50,56.92,-0.01,36,204909,卖盘
10:46:53,56.92,0.0,51,290260,买盘
10:46:56,56.91,-0.01,62,352789,中性盘
10:46:59,56.89,-0.02,47,267455,卖盘
10:47:02,56.89,0.0,29,164998,卖盘
10:47:05,56.88,-0.01,43,244652,卖盘
10:47:08,56.87,-0.01,85,483562,卖盘
10:47:11,56.87,0.0,27,153549,卖盘
10:47:14,56.86,-0.01,74,420877,卖盘
10:47:17,56.86,0.0,68,386723,卖盘
10:47:20,56.85,-0.01,35,199005,卖盘
10:47:23,56.87,0.02,123,699401,买盘
10:47:26,56.84,-0.03,77,437682,卖盘
10:47:29,56.86,0.02,105,596974,买盘
10:47:32,56.9,0.04,93,529090,买盘
10:47:35,56.91,0.01,77,438135,买盘
10:47:38,56.91,0.0,24,136584,卖盘
10:47:41,56.92,0.01,23,130896,买盘
10:47:44,56.91,-0.01,14,79682,卖盘
10:47:47,56.92,0.01,32,182130,买盘
10:47:50,56.92,0.0,15,85393,卖盘
10:47:53,56.97,0.05,11,62628,买盘
10:47:56,56.97,0.0,8,45571,买盘
10:47:59,56.98,0.01,14,79759,买盘
10:48:02,56.99,0.01,24,136749,买盘
10:48:05,56.97,-0.02,73,416032,卖盘
10:48:08,57.01,0.04,245,1396220,买盘
10:48:11,57.0,-0.01,239,1362241,卖盘
10:48:14,56.93,-0.07,56,319078,卖盘
10:48:17,56.99,0.06,40,227903,中性盘
10:48:20,57.01,0.02,29,165269,买盘
10:48:23,57.0,-0.01,12,68403,卖盘
10:48:26,57.0,0.0,100,570018,卖盘
10:48:29,56.9,-0.1,73,415629,卖盘
10:48:32,57.0,0.1,50,284964,买盘
10:48:35,57.0,0.0,34,193710,卖盘
10:48:38,57.0,0.0,24,136787,买盘
10:48:41,56.99,-0.01,20,113931,中性盘
10:48:44,56.96,-0.03,18,102480,中性盘
10:48:47,56.92,-0.04,12,68312,中性盘
10:48:50,56.92,0.0,40,227668,买盘
10:48:53,56.9,-0.02,18,102440,卖盘
10:48:56,56.91,0.01,29,165031,买盘
10:48:59,56.91,0.0,7,39835,买盘
10:49:02,56.9,-0.01,46,261749,卖盘
10:49:05,56.91,0.01,31,176403,买盘
10:49:08,56.91,0.0,15,85351,买盘
10:49:11,56.9,-0.01,30,170718,卖盘
10:49:14,56.9,0.0,65,369866,卖盘
10:49:17,56.91,0.01,31,176393,中性盘
10:49:20,56.9,-0.01,67,381250,卖盘
10:49:23,56.9,0.0,52,295868,买盘
10:49:26,56.9,0.0,26,147926,买盘
10:49:29,56.88,-0.02,21,119443,卖盘
10:49:32,56.88,0.0,8,45502,买盘
10:49:35,56.88,0.0,2,11376,买盘
10:49:38,56.87,-0.01,13,73933,卖盘
10:49:41,56.86,-0.01,38,216116,卖盘
10:49:44,56.86,0.0,11,62546,卖盘
10:49:47,56.86,0.0,28,159217,卖盘
10:49:50,56.85,-0.01,17,96649,卖盘
10:49:53,56.85,0.0,7,39797,卖盘
10:49:56,56.83,-0.02,63,358105,卖盘
10:49:59,56.84,0.01,32,181859,买盘
10:50:02,56.82,-0.02,45,255668,卖盘
10:50:05,56.82,0.0,25,142046,买盘
10:50:08,56.81,-0.01,78,443130,卖盘
10:50:11,56.8,-0.01,22,124965,卖盘
10:50:14,56.8,0.0,44,249932,卖盘
10:50:17,56.81,0.01,76,431689,买盘
10:50:20,56.8,-0.01,34,193126,卖盘
10:50:23,56.81,0.01,32,181769,买盘
10:50:26,56.82,0.01,53,301132,买盘
10:50:29,56.83,0.01,6,34093,中性盘
10:50:32,56.84,0.01,4,22736,买盘
10:50:35,56.85,0.01,38,215995,买盘
10:50:38,56.85,0.0,19,108007,买盘
10:50:41,56.86,0.01,54,306980,买盘
10:50:44,56.87,0.01,37,211530,买盘
10:50:47,56.88,0.01,10,56876,买盘
10:50:50,56.9,0.02,38,216204,买盘
10:50:53,56.88,-0.02,27,153593,卖盘
10:50:56,56.88,0.0,33,187735,卖盘
10:50:59,56.89,0.01,57,324265,买盘
10:51:02,56.9,0.01,19,108088,买盘
10:51:05,56.89,-0.01,54,307221,卖盘
10:51:08,56.9,0.01,12,68274,买盘
10:51:11,56.9,0.0,21,119473,买盘
10:51:14,56.9,0.0,32,182077,买盘
10:51:17,56.9,0.0,23,130867,买盘
10:51:20,56.93,0.03,53,301592,买盘
10:51:23,56.99,0.06,43,245016,买盘
10:51:26,56.99,0.0,11,62665,买盘
10:51:29,57.0,0.01,2,11400,买盘
10:51:32,56.99,-0.01,4,22798,卖盘
10:51:35,57.0,0.01,19,108287,买盘
10:51:38,57.0,0.0,50,284946,买盘
10:51:41,56.94,-0.06,47,267845,中性盘
10:51:44,57.0,0.06,35,199523,买盘
10:51:47,57.0,0.0,31,176705,卖盘
10:51:50,57.01,0.01,58,330611,买盘
10:51:53,57.03,0.02,22,125433,买盘
10:51:56,57.02,-0.01,8,45621,卖盘
10:51:59,57.03,0.01,10,57027,中性盘
10:52:02,57.02,-0.01,59,336534,卖盘
10:52:05,57.07,0.05,43,245350,买盘
10:52:08,57.08,0.01,8,45638,买盘
10:52:11,57.08,0.0,26,148389,买盘
10:52:14,57.09,0.01,4,22834,买盘
10:52:17,57.08,-0.01,11,62796,卖盘
10:52:20,57.1,0.02,29,165581,买盘
10:52:23,57.09,-0.01,23,131325,卖盘
10:52:26,57.12,0.03,19,108474,买盘
10:52:29,57.09,-0.03,262,1494936,中性盘
10:52:32,57.09,0.0,32,182554,买盘
10:52:35,57.08,-0.01,26,148388,买盘
10:52:38,57.08,0.0,15,85578,买盘
10:52:41,57.08,0.0,19,108440,买盘
10:52:44,57.08,0.0,3,17124,买盘
10:52:47,57.08,0.0,14,79851,买盘
10:52:50,57.08,0.0,11,62788,卖盘
10:52:53,57.08,0.0,4,22832,卖盘
10:52:56,57.09,0.01,15,85631,买盘
10:52:59,57.09,0.0,15,85624,买盘
10:53:02,57.11,0.02,47,268371,买盘
10:53:05,57.12,0.01,13,74242,买盘
10:53:08,57.09,-0.03,33,188435,卖盘
10:53:11,57.08,-0.01,137,782070,卖盘
10:53:14,57.08,0.0,59,336706,卖盘
10:53:17,57.08,0.0,17,96973,买盘
10:53:20,57.08,0.0,17,96938,中性盘
10:53:23,57.06,-0.02,83,473270,中性盘
10:53:26,57.06,0.0,9,51314,买盘
10:53:29,57.06,0.0,12,68456,买盘
10:53:32,57.0,-0.06,10,57007,卖盘
10:53:35,57.06,0.06,108,615829,买盘
10:53:38,56.99,-0.07,167,951895,卖盘
10:53:41,57.0,0.01,18,102546,买盘
10:53:44,56.9,-0.1,47,267525,卖盘
10:53:47,56.89,-0.01,9,51208,卖盘
10:53:50,56.89,0.0,1,5689,卖盘
10:53:53,56.9,0.01,12,68276,买盘
10:53:56,56.9,0.0,51,290149,买盘
10:53:59,56.9,0.0,8,45521,卖盘
10:54:02,56.89,-0.01,5,28449,卖盘
10:54:05,56.97,0.08,39,222095,买盘
10:54:08,56.9,-0.07,5,28450,卖盘
10:54:11,56.9,0.0,24,136567,卖盘
10:54:14,56.9,0.0,6,34137,买盘
10:54:17,56.9,0.0,2,11380,卖盘
10:54:23,56.91,0.01,5,28457,卖盘
10:54:26,56.91,0.0,4,22764,买盘
10:54:29,56.9,-0.01,42,238995,卖盘
10:54:32,56.95,0.05,12,68319,买盘
10:54:35,56.91,-0.04,6,34146,卖盘
10:54:38,56.98,0.07,40,227907,买盘
10:54:41,56.98,0.0,16,91126,买盘
10:54:47,56.98,0.0,19,108226,买盘
10:54:50,56.99,0.01,5,28481,买盘
10:54:56,56.99,0.0,12,68360,买盘
10:54:59,56.95,-0.04,18,102526,卖盘
10:55:02,56.93,-0.02,5,28479,卖盘
10:55:05,56.95,0.02,1,5695,中性盘
10:55:08,56.93,-0.02,6,34160,卖盘
10:55:11,56.93,0.0,3,17079,卖盘
10:55:14,56.93,0.0,12,68316,买盘
10:55:17,56.92,-0.01,29,165087,卖盘
10:55:20,56.92,0.0,7,39841,卖盘
10:55:23,56.91,-0.01,8,45528,卖盘
10:55:26,56.91,0.0,8,45528,卖盘
10:55:29,56.92,0.01,71,404060,买盘
10:55:32,56.91,-0.01,13,73977,中性盘
10:55:35,56.92,0.01,50,284599,买盘
10:55:38,56.92,0.0,25,142300,卖盘
10:55:41,56.92,0.0,4,22768,卖盘
10:55:44,56.93,0.01,21,119536,买盘
10:55:47,56.91,-0.02,23,130939,卖盘
10:55:50,56.91,0.0,16,91073,卖盘
10:55:56,56.91,0.0,56,318813,卖盘
10:55:59,56.9,-0.01,7,39831,卖盘
10:56:02,56.87,-0.03,149,847674,卖盘
10:56:05,56.86,-0.01,32,180809,卖盘
10:56:08,56.85,-0.01,12,68221,卖盘
10:56:11,56.85,0.0,20,113720,卖盘
10:56:14,56.85,0.0,35,198960,卖盘
10:56:17,56.84,-0.01,8,45472,卖盘
10:56:20,56.82,-0.02,46,261459,卖盘
10:56:23,56.82,0.0,6,34092,卖盘
10:56:26,56.82,0.0,14,79539,卖盘
10:56:29,56.83,0.01,9,51140,买盘
10:56:32,56.81,-0.02,10,56819,卖盘
10:56:35,56.83,0.02,17,96606,买盘
10:56:38,56.83,0.0,9,51134,买盘
10:56:41,56.82,-0.01,3,17044,中性盘
10:56:44,56.83,0.01,13,73868,买盘
10:56:47,56.82,-0.01,35,198873,卖盘
10:56:50,56.82,0.0,215,1221436,卖盘
10:56:53,56.8,-0.02,31,176125,卖盘
10:56:56,56.81,0.01,2,11362,买盘
10:56:59,56.8,-0.01,106,602093,卖盘
10:57:02,56.83,0.03,60,340932,买盘
10:57:05,56.83,0.0,49,278467,卖盘
10:57:08,56.83,0.0,6,34098,卖盘
10:57:11,56.84,0.01,109,619451,买盘
10:57:14,56.84,0.0,59,335265,买盘
10:57:17,56.85,0.01,83,473296,买盘
10:57:20,56.84,-0.01,34,193219,卖盘
10:57:23,56.9,0.06,5,28437,买盘
10:57:26,56.85,-0.05,4,22740,卖盘
10:57:29,56.86,0.01,12,69361,买盘
10:57:32,56.89,0.03,17,96715,卖盘
10:57:35,56.85,-0.04,56,318449,卖盘
10:57:38,56.91,0.06,21,119475,买盘
10:57:41,56.85,-0.06,4,22741,卖盘
10:57:44,56.9,0.05,5,28458,卖盘
10:57:47,56.9,0.0,5,28451,卖盘
10:57:50,56.93,0.03,7,39850,买盘
10:57:53,56.92,-0.01,2,11384,卖盘
10:57:56,56.93,0.01,1,5693,卖盘
10:57:59,56.94,0.01,2,11388,买盘
10:58:02,56.95,0.01,2,11389,买盘
10:58:05,56.94,-0.01,6,34164,卖盘
10:58:08,56.95,0.01,8,45565,卖盘
10:58:11,56.97,0.02,3,17087,买盘
10:58:14,56.97,0.0,6,34182,买盘
10:58:17,56.96,-0.01,40,227845,卖盘
10:58:20,56.98,0.02,16,91146,买盘
10:58:23,56.99,0.01,26,148174,买盘
10:58:26,57.0,0.01,25,142461,买盘
10:58:29,56.98,-0.02,30,170985,卖盘
10:58:32,56.98,0.0,31,176655,卖盘
10:58:35,56.98,0.0,4,22790,卖盘
10:58:38,57.0,0.02,2,11400,买盘
10:58:41,56.97,-0.03,20,113943,卖盘
10:58:44,56.97,0.0,8,45574,买盘
10:58:47,56.97,0.0,29,165215,中性盘
10:58:50,56.98,0.01,9,51279,买盘
10:58:53,56.97,-0.01,8,45577,卖盘
10:58:56,56.97,0.0,8,45577,卖盘
10:58:59,56.97,0.0,26,148127,买盘
10:59:02,56.97,0.0,18,102541,卖盘
10:59:05,56.97,0.0,30,170901,买盘
10:59:08,56.95,-0.02,9,51260,卖盘
10:59:11,56.95,0.0,28,159460,买盘
10:59:14,56.96,0.01,44,250562,买盘
10:59:17,56.9,-0.06,27,153703,卖盘
10:59:20,56.93,0.03,8,45536,买盘
10:59:23,56.9,-0.03,35,199150,卖盘
10:59:26,56.9,0.0,10,56900,卖盘
10:59:29,56.9,0.0,27,153603,买盘
10:59:32,56.9,0.0,19,108094,买盘
10:59:35,56.9,0.0,5,28450,买盘
10:59:38,56.89,-0.01,8,45497,买盘
10:59:41,56.88,-0.01,3,17063,卖盘
10:59:44,56.88,0.0,5,28440,卖盘
10:59:47,56.86,-0.02,8,45502,卖盘
10:59:50,56.85,-0.01,6,34116,卖盘
10:59:53,56.85,0.0,12,68220,卖盘
10:59:56,56.88,0.03,9,51179,买盘
10:59:59,56.85,-0.03,25,142124,卖盘
11:00:02,56.85,0.0,26,147815,卖盘
11:00:05,56.85,0.0,41,233169,卖盘
11:00:08,56.86,0.01,5,28429,买盘
11:00:11,56.85,-0.01,26,147811,卖盘
11:00:14,56.85,0.0,6,34110,卖盘
11:00:17,56.87,0.02,5,28430,买盘
11:00:20,56.86,-0.01,3,17058,中性盘
11:00:23,56.86,0.0,5,28430,卖盘
11:00:26,56.86,0.0,33,186159,卖盘
11:00:29,56.87,0.01,10,56864,买盘
11:00:32,56.87,0.0,35,199040,买盘
11:00:35,56.87,0.0,47,267305,卖盘
11:00:38,56.87,0.0,28,159236,卖盘
11:00:41,56.87,0.0,17,96686,卖盘
11:00:44,56.87,0.0,10,56873,卖盘
11:00:47,56.87,0.0,18,102380,卖盘
11:00:50,56.87,0.0,40,227481,卖盘
11:00:53,56.85,-0.02,127,722042,卖盘
11:00:56,56.86,0.01,28,159185,买盘
11:00:59,56.85,-0.01,12,68221,卖盘
11:01:02,56.86,0.01,7,39798,买盘
11:01:05,56.86,0.0,11,62540,买盘
11:01:08,56.85,-0.01,32,181920,卖盘
11:01:11,56.86,0.01,16,90968,买盘
11:01:14,56.86,0.0,27,153510,买盘
11:01:17,56.85,-0.01,19,108029,卖盘
11:01:20,56.86,0.01,11,62543,买盘
11:01:23,56.86,0.0,10,56860,卖盘
11:01:26,56.85,-0.01,46,263002,卖盘
11:01:29,56.82,-0.03,36,204630,卖盘
11:01:32,56.81,-0.01,37,210206,卖盘
11:01:35,56.81,0.0,10,56810,卖盘
11:01:38,56.81,0.0,52,295408,卖盘
11:01:41,56.8,-0.01,43,244241,卖盘
11:01:44,56.8,0.0,7,39760,卖盘
11:01:47,56.8,0.0,3,17041,卖盘
11:01:50,56.8,0.0,13,73844,卖盘
11:01:53,56.79,-0.01,158,897428,卖盘
11:01:56,56.79,0.0,42,238513,卖盘
11:01:59,56.76,-0.03,16,90841,卖盘
11:02:02,56.73,-0.03,101,573038,卖盘
11:02:05,56.76,0.03,24,136156,买盘
11:02:08,56.73,-0.03,57,323371,卖盘
11:02:11,56.73,0.0,5,28365,卖盘
11:02:14,56.73,0.0,7,39711,卖盘
11:02:17,56.75,0.02,39,221256,买盘
11:02:20,56.73,-0.02,12,68076,卖盘
11:02:23,56.73,0.0,39,221250,卖盘
11:02:26,56.73,0.0,11,62403,卖盘
11:02:29,56.7,-0.03,29,164482,卖盘
11:02:32,56.7,0.0,21,119078,卖盘
11:02:35,56.71,0.01,8,45361,买盘
11:02:38,56.7,-0.01,71,402614,卖盘
11:02:41,56.71,0.01,41,232475,中性盘
11:02:44,56.7,-0.01,84,476296,卖盘
11:02:47,56.7,0.0,28,158749,卖盘
11:02:50,56.7,0.0,21,119055,买盘
11:02:53,56.69,-0.01,15,85021,中性盘
11:02:56,56.68,-0.01,29,164372,买盘
11:02:59,56.68,0.0,16,90685,买盘
11:03:02,56.66,-0.02,21,119005,卖盘
11:03:05,56.65,-0.01,9,50985,卖盘
11:03:08,56.66,0.01,15,84988,买盘
11:03:11,56.65,-0.01,49,277642,卖盘
11:03:14,56.65,0.0,59,334315,卖盘
11:03:17,56.65,0.0,46,260609,卖盘
11:03:20,56.67,0.02,28,158642,买盘
11:03:23,56.67,0.0,18,102006,卖盘
11:03:26,56.67,0.0,29,164359,卖盘
11:03:29,56.7,0.03,14,79343,买盘
11:03:32,56.69,-0.01,1,5669,中性盘
11:03:35,56.69,0.0,4,22676,卖盘
11:03:38,56.7,0.01,19,107725,买盘
11:03:41,56.72,0.02,18,102068,买盘
11:03:44,56.7,-0.02,5,28350,卖盘
11:03:47,56.71,0.01,7,39693,买盘
11:03:50,56.71,0.0,5,28355,买盘
11:03:53,56.72,0.01,15,85090,卖盘
11:03:56,56.72,0.0,5,28361,卖盘
11:03:59,56.75,0.03,2,11350,买盘
11:04:02,56.74,-0.01,2,11348,卖盘
11:04:05,56.79,0.05,19,107861,买盘
11:04:08,56.79,0.0,1,5679,买盘
11:04:11,56.78,-0.01,16,90857,卖盘
11:04:14,56.8,0.02,16,90868,买盘
11:04:17,56.8,0.0,6,34080,卖盘
11:04:20,56.81,0.01,7,39767,买盘
11:04:23,56.74,-0.07,165,936765,卖盘
11:04:26,56.79,0.05,62,351769,买盘
11:04:29,56.77,-0.02,9,51069,买盘
11:04:32,56.74,-0.03,24,136229,卖盘
11:04:35,56.74,0.0,153,868146,卖盘
11:04:38,56.74,0.0,18,102048,中性盘
11:04:41,56.77,0.03,7,39719,买盘
11:04:44,56.78,0.01,16,90848,买盘
11:04:47,56.7,-0.08,44,249784,卖盘
11:04:50,56.68,-0.02,10,56694,卖盘
11:04:53,56.8,0.12,34,193078,买盘
11:04:56,56.77,-0.03,5,28393,卖盘
11:04:59,56.8,0.03,4,22711,买盘
11:05:02,56.69,-0.11,26,147431,卖盘
11:05:05,56.7,0.01,10,56731,卖盘
11:05:08,56.78,0.08,26,147521,买盘
11:05:11,56.69,-0.09,49,278123,卖盘
11:05:14,56.69,0.0,39,221287,卖盘
11:05:17,56.69,0.0,99,561193,卖盘
11:05:20,56.69,0.0,14,79347,买盘
11:05:23,56.69,0.0,2,11338,买盘
11:05:26,56.69,0.0,11,62371,买盘
11:05:29,56.69,0.0,2,11338,卖盘
11:05:32,56.69,0.0,8,45352,卖盘
11:05:35,56.7,0.01,2,11340,中性盘
11:05:38,56.69,-0.01,8,45377,卖盘
11:05:41,56.69,0.0,7,39684,卖盘
11:05:44,56.7,0.01,1,5670,中性盘
11:05:47,56.69,-0.01,6,34014,卖盘
11:05:50,56.7,0.01,10,56700,买盘
11:05:53,56.7,0.0,4,22680,卖盘
11:05:56,56.71,0.01,1,5671,买盘
11:05:59,56.71,0.0,21,119077,买盘
11:06:02,56.71,0.0,2,11342,卖盘
11:06:05,56.72,0.01,5,28357,买盘
11:06:08,56.72,0.0,2,11344,买盘
11:06:11,56.71,-0.01,23,130453,卖盘
11:06:14,56.71,0.0,5,28355,卖盘
11:06:17,56.69,-0.02,176,998004,卖盘
11:06:20,56.7,0.01,37,209752,中性盘
11:06:23,56.7,0.0,22,124750,卖盘
11:06:26,56.7,0.0,11,62361,买盘
11:06:29,56.71,0.01,1,5671,买盘
11:06:35,56.7,-0.01,8,45363,卖盘
11:06:38,56.71,0.01,16,90722,买盘
11:06:41,56.71,0.0,3,17013,卖盘
11:06:44,56.71,0.0,51,289261,买盘
11:06:47,56.7,-0.01,33,187103,卖盘
11:06:50,56.69,-0.01,8,45352,卖盘
11:06:53,56.68,-0.01,101,572507,卖盘
11:06:56,56.67,-0.01,69,391008,卖盘
11:06:59,56.7,0.03,34,192702,买盘
11:07:02,56.7,0.0,85,481950,卖盘
11:07:05,56.71,0.01,11,64469,买盘
11:07:08,56.7,-0.01,7,39690,卖盘
11:07:11,56.7,0.0,32,179342,卖盘
11:07:14,56.71,0.01,10,56694,买盘
11:07:17,56.67,-0.04,4,22669,卖盘
11:07:20,56.67,0.0,13,73671,买盘
11:07:23,56.67,0.0,2,11334,买盘
11:07:26,56.67,0.0,2,11334,买盘
11:07:29,56.66,-0.01,9,50994,卖盘
11:07:32,56.67,0.01,2,11334,买盘
11:07:35,56.65,-0.02,44,249279,卖盘
11:07:38,56.65,0.0,11,62315,卖盘
11:07:41,56.65,0.0,13,73648,卖盘
11:07:44,56.63,-0.02,9,50967,卖盘
11:07:47,56.63,0.0,6,33976,买盘
11:07:50,56.63,0.0,4,22651,卖盘
11:07:53,56.61,-0.02,16,90587,卖盘
11:07:56,56.6,-0.01,44,249040,卖盘
11:07:59,56.6,0.0,25,141520,卖盘
11:08:02,56.6,0.0,16,90560,卖盘
