时间,价格,涨跌,成交量,成交额,性质
成交时间,成交价格,价格变动,成交量,成交金额,性质
11:08:05,56.56,-0.04,154,871068,卖盘
11:08:08,56.56,0.0,33,186601,买盘
11:08:11,56.55,-0.01,9,50885,卖盘
11:08:14,56.55,0.0,25,141375,买盘
11:08:17,56.55,0.0,69,390170,买盘
11:08:20,56.55,0.0,53,299683,买盘
11:08:23,56.53,-0.02,22,124384,卖盘
11:08:26,56.53,0.0,9,50879,卖盘
11:08:29,56.53,0.0,223,1260622,卖盘
11:08:32,56.53,0.0,23,129987,买盘
11:08:35,56.52,-0.01,3,16956,中性盘
11:08:38,56.5,-0.02,63,355976,卖盘
11:08:41,56.52,0.02,140,791052,买盘
11:08:44,56.51,-0.01,23,129964,卖盘
11:08:47,56.51,0.0,6,33904,卖盘
11:08:50,56.52,0.01,63,356033,买盘
11:08:53,56.52,0.0,22,124321,买盘
11:08:56,56.51,-0.01,15,84779,中性盘
11:08:59,56.51,0.0,18,101724,卖盘
11:09:02,56.52,0.01,33,186538,买盘
11:09:05,56.52,0.0,30,169543,中性盘
11:09:08,56.51,-0.01,11,62172,卖盘
11:09:11,56.51,0.0,9,50869,卖盘
11:09:14,56.5,-0.01,173,977512,卖盘
11:09:17,56.51,0.01,23,129956,买盘
11:09:20,56.51,0.0,77,435084,买盘
11:09:23,56.5,-0.01,9,50850,卖盘
11:09:26,56.5,0.0,26,146915,卖盘
11:09:29,56.5,0.0,12,67795,买盘
11:09:32,56.5,0.0,48,271190,买盘
11:09:35,56.5,0.0,36,203386,买盘
11:09:38,56.5,0.0,27,152550,卖盘
11:09:41,56.48,-0.02,27,152540,卖盘
11:09:44,56.49,0.01,12,67782,买盘
11:09:47,56.49,0.0,1,5649,买盘
11:09:50,56.48,-0.01,19,107315,卖盘
11:09:53,56.48,0.0,11,62128,卖盘
11:09:56,56.47,-0.01,2,11294,卖盘
11:09:59,56.48,0.01,15,84707,买盘
11:10:02,56.48,0.0,18,101649,买盘
11:10:05,56.48,0.0,1,5648,买盘
11:10:08,56.48,0.0,46,259784,买盘
11:10:11,56.48,0.0,4,22592,卖盘
11:10:14,56.48,0.0,9,50834,卖盘
11:10:17,56.48,0.0,6,33892,卖盘
11:10:20,56.48,0.0,27,152508,卖盘
11:10:23,56.48,0.0,25,141205,卖盘
11:10:26,56.49,0.01,16,90380,买盘
11:10:29,56.5,0.01,52,293751,买盘
11:10:32,56.5,0.0,11,62143,买盘
11:10:35,56.5,0.0,21,118648,买盘
11:10:38,56.5,0.0,7,39550,卖盘
11:10:41,56.5,0.0,20,113012,卖盘
11:10:44,56.51,0.01,22,124304,买盘
11:10:47,56.5,-0.01,45,254247,卖盘
11:10:50,56.5,0.0,17,96046,买盘
11:10:53,56.51,0.01,30,169541,买盘
11:10:56,56.51,0.0,32,180811,买盘
11:10:59,56.51,0.0,7,39551,买盘
11:11:02,56.51,0.0,1,5651,卖盘
11:11:05,56.52,0.01,7,39558,买盘
11:11:08,56.52,0.0,13,73474,买盘
11:11:11,56.51,-0.01,7,39563,卖盘
11:11:14,56.52,0.01,28,158273,中性盘
11:11:17,56.51,-0.01,4,22604,卖盘
11:11:20,56.53,0.02,8,45213,买盘
11:11:23,56.52,-0.01,4,22610,卖盘
11:11:26,56.53,0.01,10,56530,买盘
11:11:29,56.53,0.0,4,22609,买盘
11:11:32,56.52,-0.01,10,56520,卖盘
11:11:35,56.52,0.0,13,73474,卖盘
11:11:38,56.52,0.0,12,67822,卖盘
11:11:41,56.52,0.0,3,16954,买盘
11:11:44,56.52,0.0,29,163908,买盘
11:11:47,56.53,0.01,52,293928,买盘
11:11:50,56.54,0.01,15,84799,买盘
11:11:53,56.53,-0.01,7,39576,卖盘
11:11:56,56.55,0.02,22,124395,买盘
11:11:59,56.53,-0.02,14,79145,卖盘
11:12:02,56.54,0.01,5,28268,买盘
11:12:05,56.54,0.0,8,45231,买盘
11:12:08,56.55,0.01,6,33927,买盘
11:12:11,56.55,0.0,4,22619,买盘
11:12:14,56.56,0.01,62,350608,买盘
11:12:17,56.55,-0.01,7,39585,卖盘
11:12:20,56.57,0.02,4,22626,买盘
11:12:23,56.57,0.0,4,22628,买盘
11:12:26,56.57,0.0,41,231972,买盘
11:12:29,56.6,0.03,20,113185,买盘
11:12:32,56.61,0.01,1,5661,买盘
11:12:35,56.63,0.02,6,33973,买盘
11:12:38,56.65,0.02,10,56634,买盘
11:12:41,56.65,0.0,8,45320,买盘
11:12:44,56.68,0.03,22,124737,中性盘
11:12:47,56.65,-0.03,27,153009,卖盘
11:12:50,56.7,0.05,9,51015,买盘
11:12:53,56.7,0.0,1,5670,卖盘
11:12:56,56.71,0.01,8,45364,买盘
11:13:02,56.73,0.02,2,11346,买盘
11:13:05,56.71,-0.02,96,544674,卖盘
11:13:08,56.74,0.03,19,107799,卖盘
11:13:11,56.71,-0.03,15,85081,卖盘
11:13:14,56.74,0.03,39,221189,买盘
11:13:17,56.74,0.0,17,96443,买盘
11:13:20,56.74,0.0,27,153174,买盘
11:13:23,56.72,-0.02,22,124806,卖盘
11:13:26,56.71,-0.01,14,79407,卖盘
11:13:29,56.73,0.02,10,56722,买盘
11:13:32,56.71,-0.02,12,68064,卖盘
11:13:35,56.7,-0.01,61,345913,卖盘
11:13:38,56.71,0.01,17,96403,卖盘
11:13:41,56.71,0.0,16,90725,买盘
11:13:44,56.71,0.0,29,164444,卖盘
11:13:47,56.7,-0.01,26,147433,卖盘
11:13:50,56.7,0.0,13,73707,卖盘
11:13:53,56.7,0.0,15,85050,卖盘
11:13:56,56.7,0.0,28,158774,卖盘
11:13:59,56.7,0.0,22,124740,卖盘
11:14:02,56.7,0.0,9,51030,卖盘
11:14:05,56.69,-0.01,5,28349,卖盘
11:14:08,56.65,-0.04,43,243731,卖盘
11:14:11,56.63,-0.02,11,62299,卖盘
11:14:14,56.62,-0.01,10,56625,卖盘
11:14:17,56.61,-0.01,7,39627,卖盘
11:14:23,56.61,0.0,12,67933,卖盘
11:14:26,56.61,0.0,8,45287,买盘
11:14:29,56.57,-0.04,30,169776,卖盘
11:14:32,56.57,0.0,10,56585,卖盘
11:14:35,56.6,0.03,6,33955,买盘
11:14:38,56.59,-0.01,6,33949,买盘
11:14:41,56.58,-0.01,11,62239,中性盘
11:14:44,56.56,-0.02,9,50905,卖盘
11:14:47,56.55,-0.01,14,79170,卖盘
11:14:50,56.55,0.0,3,16965,卖盘
11:14:53,56.54,-0.01,3,16963,卖盘
11:14:56,56.53,-0.01,8,45228,卖盘
11:14:59,56.53,0.0,4,22612,买盘
11:15:02,56.52,-0.01,26,146968,卖盘
11:15:05,56.52,0.0,11,62175,卖盘
11:15:08,56.53,0.01,13,73481,买盘
11:15:11,56.52,-0.01,6,33913,卖盘
11:15:14,56.53,0.01,3,16959,卖盘
11:15:20,56.53,0.0,5,28264,买盘
11:15:23,56.53,0.0,10,56528,买盘
11:15:26,56.53,0.0,10,56528,买盘
11:15:29,56.53,0.0,26,146977,买盘
11:15:32,56.53,0.0,26,147002,卖盘
11:15:35,56.53,0.0,13,73500,卖盘
11:15:38,56.53,0.0,2,11307,卖盘
11:15:41,56.53,0.0,10,56530,卖盘
11:15:44,56.53,0.0,2,11307,卖盘
11:15:47,56.53,0.0,23,130029,卖盘
11:15:50,56.55,0.02,21,118731,买盘
11:15:53,56.55,0.0,2,11310,卖盘
11:15:56,56.58,0.03,26,147095,买盘
11:15:59,56.6,0.02,62,350920,买盘
11:16:02,56.62,0.02,6,33972,卖盘
11:16:05,56.65,0.03,3,16995,买盘
11:16:08,56.6,-0.05,7,39638,卖盘
11:16:11,56.69,0.09,4,22667,买盘
11:16:14,56.69,0.0,9,51010,买盘
11:16:17,56.69,0.0,11,62358,买盘
11:16:23,56.69,0.0,14,79366,卖盘
11:16:26,56.69,0.0,12,68028,中性盘
11:16:29,56.69,0.0,56,317457,买盘
11:16:32,56.66,-0.03,9,51004,卖盘
11:16:35,56.68,0.02,2,11335,买盘
11:16:38,56.66,-0.02,5,28338,中性盘
11:16:41,56.67,0.01,16,90667,买盘
11:16:44,56.68,0.01,23,130333,买盘
11:16:47,56.68,0.0,10,56666,买盘
11:16:50,56.68,0.0,13,73686,中性盘
11:16:53,56.68,0.0,20,113355,卖盘
11:16:56,56.62,-0.06,9,50976,卖盘
11:16:59,56.68,0.06,23,130328,买盘
11:17:02,56.69,0.01,18,102044,买盘
11:17:05,56.72,0.03,45,255138,买盘
11:17:08,56.69,-0.03,7,39683,卖盘
11:17:11,56.72,0.03,9,51036,买盘
11:17:14,56.72,0.0,6,34032,买盘
11:17:17,56.72,0.0,13,73736,买盘
11:17:20,56.73,0.01,5,28365,买盘
11:17:23,56.74,0.01,26,147524,买盘
11:17:26,56.74,0.0,8,45394,买盘
11:17:29,56.74,0.0,1,5674,卖盘
11:17:32,56.75,0.01,6,34050,买盘
11:17:35,56.75,0.0,8,45400,买盘
11:17:38,56.76,0.01,3,17026,买盘
11:17:41,56.76,0.0,1,5676,买盘
11:17:44,56.76,0.0,19,107844,买盘
11:17:47,56.78,0.02,13,73796,买盘
11:17:50,56.78,0.0,4,22712,卖盘
11:17:53,56.79,0.01,10,56783,买盘
11:17:56,56.79,0.0,8,45427,买盘
11:17:59,56.79,0.0,34,193083,买盘
11:18:02,56.8,0.01,38,215814,买盘
11:18:05,56.79,-0.01,4,22714,卖盘
11:18:08,56.8,0.01,11,62480,买盘
11:18:11,56.81,0.01,21,119289,买盘
11:18:14,56.81,0.0,3,17043,卖盘
11:18:17,56.82,0.01,3,17045,买盘
11:18:20,56.82,0.0,8,45454,买盘
11:18:23,56.8,-0.02,36,204520,卖盘
11:18:26,56.81,0.01,20,113624,卖盘
11:18:29,56.81,0.0,30,170416,买盘
11:18:32,56.82,0.01,24,136349,买盘
11:18:35,56.82,0.0,2,11364,卖盘
11:18:38,56.82,0.0,25,142057,卖盘
11:18:41,56.84,0.02,7,39783,买盘
11:18:44,56.83,-0.01,61,346686,卖盘
11:18:47,56.83,0.0,9,51152,卖盘
11:18:50,56.86,0.03,10,56857,买盘
11:18:53,56.86,0.0,4,22744,卖盘
11:18:56,56.88,0.02,7,39812,买盘
11:18:59,56.88,0.0,25,142185,买盘
11:19:02,56.89,0.01,9,51198,买盘
11:19:05,56.9,0.01,19,108092,买盘
11:19:08,56.89,-0.01,12,68268,卖盘
11:19:11,56.9,0.01,53,301514,买盘
11:19:14,56.9,0.0,87,495012,卖盘
11:19:17,56.91,0.01,19,108087,买盘
11:19:20,56.88,-0.03,191,1086353,卖盘
11:19:23,56.9,0.02,89,506182,买盘
11:19:26,56.88,-0.02,73,415005,中性盘
11:19:29,56.83,-0.05,7,39782,卖盘
11:19:32,56.88,0.05,11,62569,中性盘
11:19:35,56.83,-0.05,11,62519,卖盘
11:19:38,56.84,0.01,30,170601,卖盘
11:19:41,56.83,-0.01,6,34098,卖盘
11:19:44,56.84,0.01,7,39785,买盘
11:19:47,56.84,0.0,14,79572,买盘
11:19:50,56.84,0.0,14,79571,买盘
11:19:53,56.85,0.01,3,17054,买盘
11:19:56,56.85,0.0,5,28424,买盘
11:19:59,56.85,0.0,4,22738,买盘
11:20:02,56.85,0.0,7,39795,买盘
11:20:05,56.86,0.01,1,5686,买盘
11:20:08,56.85,-0.01,10,56850,卖盘
11:20:11,56.84,-0.01,39,221691,卖盘
11:20:14,56.83,-0.01,408,2318668,卖盘
11:20:17,56.8,-0.03,21,119300,卖盘
11:20:20,56.8,0.0,8,45431,买盘
11:20:23,56.75,-0.05,26,147564,卖盘
11:20:26,56.73,-0.02,20,113485,卖盘
11:20:29,56.72,-0.01,8,45376,卖盘
11:20:32,56.74,0.02,7,39712,买盘
11:20:35,56.72,-0.02,4,22688,卖盘
11:20:38,56.72,0.0,17,96424,卖盘
11:20:41,56.72,0.0,4,22688,卖盘
11:20:47,56.71,-0.01,1,5671,卖盘
11:20:50,56.71,0.0,9,51042,卖盘
11:20:53,56.71,0.0,24,136110,卖盘
11:20:56,56.72,0.01,3,17014,买盘
11:20:59,56.71,-0.01,21,119092,卖盘
11:21:02,56.71,0.0,7,39697,卖盘
11:21:05,56.71,0.0,5,28355,卖盘
11:21:08,56.73,0.02,35,198530,买盘
11:21:11,56.73,0.0,19,107787,卖盘
11:21:14,56.73,0.0,6,34043,卖盘
11:21:17,56.73,0.0,28,158844,卖盘
11:21:20,56.74,0.01,50,283729,买盘
11:21:23,56.73,-0.01,7,39717,卖盘
11:21:26,56.75,0.02,20,113500,买盘
11:21:29,56.75,0.0,5,28371,买盘
11:21:32,56.75,0.0,5,28374,买盘
11:21:35,56.75,0.0,1,5675,买盘
11:21:38,56.75,0.0,3,17024,买盘
11:21:41,56.74,-0.01,7,39718,卖盘
11:21:44,56.73,-0.01,4,22693,卖盘
11:21:47,56.74,0.01,1,5674,中性盘
11:21:50,56.73,-0.01,2,11347,卖盘
11:21:53,56.75,0.02,3,17024,买盘
11:21:56,56.74,-0.01,16,90786,卖盘
11:21:59,56.74,0.0,2,11348,卖盘
11:22:02,56.74,0.0,7,39721,卖盘
11:22:05,56.74,0.0,3,17021,卖盘
11:22:08,56.73,-0.01,11,62411,卖盘
11:22:11,56.72,-0.01,67,380086,卖盘
11:22:14,56.72,0.0,19,107768,卖盘
11:22:17,56.7,-0.02,50,283550,卖盘
11:22:20,56.7,0.0,8,45360,卖盘
11:22:26,56.7,0.0,1,5670,卖盘
11:22:29,56.7,0.0,9,51030,卖盘
11:22:32,56.7,0.0,10,56701,卖盘
11:22:38,56.7,0.0,4,22680,卖盘
11:22:41,56.7,0.0,12,68043,卖盘
11:22:44,56.7,0.0,22,124740,卖盘
11:22:47,56.69,-0.01,30,170080,卖盘
11:22:50,56.7,0.01,17,96383,买盘
11:22:53,56.7,0.0,1,5670,买盘
11:22:56,56.7,0.0,6,34018,买盘
11:22:59,56.69,-0.01,2,11338,卖盘
11:23:02,56.7,0.01,13,73710,买盘
11:23:05,56.69,-0.01,5,28345,卖盘
11:23:08,56.69,0.0,94,532889,卖盘
11:23:11,56.69,0.0,17,96375,卖盘
11:23:14,56.69,0.0,2,11338,卖盘
11:23:17,56.69,0.0,14,79366,卖盘
11:23:20,56.68,-0.01,11,62353,卖盘
11:23:23,56.68,0.0,2,11336,卖盘
11:23:26,56.68,0.0,1,5668,卖盘
11:23:29,56.66,-0.02,14,79338,卖盘
11:23:32,56.6,-0.06,40,226612,卖盘
11:23:35,56.66,0.06,7,39632,中性盘
11:23:38,56.66,0.0,3,16998,卖盘
11:23:41,56.67,0.01,6,33997,买盘
11:23:44,56.68,0.01,3,17000,买盘
11:23:47,56.68,0.0,16,90682,买盘
11:23:50,56.68,0.0,4,22668,买盘
11:23:53,56.68,0.0,3,17004,卖盘
11:23:56,56.69,0.01,4,22675,买盘
11:23:59,56.69,0.0,2,11338,买盘
11:24:02,56.69,0.0,17,96373,买盘
11:24:05,56.68,-0.01,7,39682,卖盘
11:24:08,56.69,0.01,5,28342,卖盘
11:24:14,56.69,0.0,7,39681,买盘
11:24:17,56.68,-0.01,2,11336,卖盘
11:24:20,56.68,0.0,11,62348,卖盘
11:24:23,56.68,0.0,3,17005,卖盘
11:24:26,56.68,0.0,2,11336,卖盘
11:24:29,56.68,0.0,15,85016,中性盘
11:24:32,56.69,0.01,2,11337,买盘
11:24:35,56.69,0.0,2,11337,买盘
11:24:38,56.66,-0.03,4,22664,卖盘
11:24:41,56.61,-0.05,3,16988,卖盘
11:24:47,56.61,0.0,8,45288,卖盘
11:24:50,56.61,0.0,2,11322,卖盘
11:24:53,56.6,-0.01,7,39623,卖盘
11:24:56,56.61,0.01,10,56618,买盘
11:24:59,56.6,-0.01,3,16980,卖盘
11:25:02,56.61,0.01,27,152833,买盘
11:25:05,56.61,0.0,6,33966,卖盘
11:25:08,56.62,0.01,8,45296,买盘
11:25:11,56.61,-0.01,5,28308,卖盘
11:25:14,56.63,0.02,3,16986,买盘
11:25:17,56.61,-0.02,5,28305,卖盘
11:25:20,56.63,0.02,10,56627,买盘
11:25:26,56.7,0.07,48,272106,买盘
11:25:29,56.63,-0.07,10,56665,卖盘
11:25:35,56.62,-0.01,4,22652,卖盘
11:25:38,56.63,0.01,3,16989,卖盘
11:25:41,56.63,0.0,9,50967,买盘
11:25:44,56.62,-0.01,4,22650,卖盘
11:25:47,56.63,0.01,3,16987,买盘
11:25:50,56.63,0.0,12,67968,卖盘
11:25:56,56.68,0.05,13,73653,买盘
11:25:59,56.68,0.0,4,22672,卖盘
11:26:02,56.68,0.0,13,73686,卖盘
11:26:05,56.68,0.0,7,39676,卖盘
11:26:08,56.7,0.02,4,22676,买盘
11:26:11,56.64,-0.06,24,136006,卖盘
11:26:14,56.63,-0.01,5,28315,卖盘
11:26:17,56.64,0.01,15,84956,买盘
11:26:20,56.63,-0.01,33,186876,卖盘
11:26:23,56.64,0.01,21,118928,买盘
11:26:26,56.62,-0.02,11,62287,卖盘
11:26:29,56.62,0.0,7,39634,买盘
11:26:32,56.62,0.0,5,28307,买盘
11:26:35,56.65,0.03,12,67962,买盘
11:26:38,56.65,0.0,4,22660,卖盘
11:26:41,56.67,0.02,9,50997,买盘
11:26:44,56.67,0.0,5,28335,卖盘
11:26:47,56.66,-0.01,4,22667,卖盘
11:26:50,56.67,0.01,8,45332,买盘
11:26:53,56.67,0.0,2,11334,卖盘
11:26:59,56.66,-0.01,9,50995,卖盘
11:27:02,56.64,-0.02,2,11329,卖盘
11:27:05,56.65,0.01,4,22657,买盘
11:27:08,56.66,0.01,8,45326,买盘
11:27:11,56.62,-0.04,3,16986,卖盘
11:27:14,56.65,0.03,1,5665,买盘
11:27:17,56.65,0.0,1,5665,卖盘
11:27:20,56.65,0.0,1,5665,中性盘
11:27:23,56.62,-0.03,3,16986,卖盘
11:27:29,56.62,0.0,14,79275,卖盘
11:27:32,56.61,-0.01,7,39627,卖盘
11:27:38,56.61,0.0,1,5661,卖盘
11:27:44,56.62,0.01,1,5662,买盘
11:27:47,56.61,-0.01,1,5661,卖盘
11:27:50,56.62,0.01,25,141530,买盘
11:27:53,56.61,-0.01,21,118889,卖盘
11:27:56,56.61,0.0,25,141547,卖盘
11:27:59,56.61,0.0,63,356643,卖盘
11:28:02,56.6,-0.01,16,90569,卖盘
11:28:05,56.6,0.0,1,5660,卖盘
11:28:08,56.61,0.01,22,124527,卖盘
11:28:11,56.6,-0.01,6,33960,卖盘
11:28:14,56.6,0.0,39,220740,卖盘
11:28:17,56.59,-0.01,124,701741,卖盘
11:28:20,56.59,0.0,31,175447,卖盘
11:28:23,56.58,-0.01,13,73554,卖盘
11:28:26,56.58,0.0,196,1108969,卖盘
11:28:29,56.56,-0.02,42,237629,卖盘
11:28:32,56.54,-0.02,16,90482,卖盘
11:28:35,56.55,0.01,35,197876,中性盘
11:28:38,56.53,-0.02,31,175302,卖盘
11:28:41,56.53,0.0,12,67836,卖盘
11:28:44,56.53,0.0,19,107466,卖盘
11:28:47,56.53,0.0,4,22614,卖盘
11:28:56,56.54,0.01,3,16971,卖盘
11:28:59,56.54,0.0,14,79156,卖盘
11:29:02,56.54,0.0,12,67839,买盘
11:29:05,56.54,0.0,32,180928,卖盘
11:29:08,56.54,0.0,24,135679,买盘
11:29:11,56.52,-0.02,9,50873,卖盘
11:29:14,56.52,0.0,5,28263,卖盘
11:29:17,56.52,0.0,2,11304,卖盘
11:29:20,56.53,0.01,53,299617,买盘
11:29:23,56.51,-0.02,11,62168,卖盘
11:29:26,56.52,0.01,17,96082,买盘
11:29:29,56.53,0.01,306,1728996,买盘
11:29:32,56.49,-0.04,66,372828,卖盘
11:29:35,56.48,-0.01,13,73424,卖盘
11:29:38,56.48,0.0,7,39532,卖盘
11:29:41,56.48,0.0,25,141194,买盘
11:29:44,56.49,0.01,23,129897,买盘
11:29:47,56.49,0.0,7,39543,卖盘
11:29:50,56.5,0.01,17,96050,买盘
11:29:53,56.49,-0.01,5,28245,卖盘
11:29:56,56.49,0.0,4,22597,卖盘
11:29:59,56.49,0.0,2,11298,买盘
11:30:02,56.48,-0.01,5,28240,卖盘
13:00:02,56.49,0.01,77,434894,买盘
13:00:05,56.48,-0.01,201,1135274,中性盘
13:00:08,56.48,0.0,165,932238,卖盘
13:00:11,56.51,0.03,35,197687,中性盘
13:00:14,56.51,0.0,6,33906,卖盘
13:00:17,56.57,0.06,2,11314,中性盘
13:00:20,56.51,-0.06,6,33906,卖盘
13:00:23,56.58,0.07,3,16974,买盘
13:00:26,56.57,-0.01,2,11315,卖盘
13:00:29,56.54,-0.03,1,5654,买盘
13:00:32,56.55,0.01,30,169622,买盘
13:00:35,56.55,0.0,4,22610,买盘
13:00:38,56.55,0.0,1,5655,买盘
13:00:41,56.54,-0.01,4,22617,卖盘
13:00:44,56.59,0.05,11,62216,买盘
13:00:47,56.56,-0.03,3,16968,卖盘
13:00:50,56.57,0.01,3,16968,买盘
13:00:53,56.59,0.02,6,33944,买盘
13:00:56,56.6,0.01,13,73579,买盘
13:00:59,56.62,0.02,8,45278,买盘
13:01:02,56.6,-0.02,2,11320,中性盘
13:01:05,56.63,0.03,7,39636,买盘
13:01:08,56.65,0.02,9,50978,买盘
13:01:11,56.68,0.03,12,68005,买盘
13:01:14,56.68,0.0,16,90678,买盘
13:01:17,56.67,-0.01,3,17001,卖盘
13:01:20,56.71,0.04,9,51036,买盘
13:01:23,56.71,0.0,40,226973,买盘
13:01:29,56.75,0.04,8,45392,买盘
13:01:32,56.75,0.0,10,56738,买盘
13:01:35,56.72,-0.03,16,90791,中性盘
13:01:38,56.75,0.03,29,164505,买盘
13:01:41,56.75,0.0,5,28375,中性盘
13:01:44,56.76,0.01,17,96483,买盘
13:01:47,56.76,0.0,1,5676,卖盘
13:01:50,56.77,0.01,9,51086,买盘
13:01:53,56.72,-0.05,34,192950,卖盘
13:01:56,56.72,0.0,53,300613,卖盘
13:01:59,56.74,0.02,13,73740,买盘
13:02:02,56.7,-0.04,23,130438,卖盘
13:02:05,56.7,0.0,5,28356,卖盘
13:02:08,56.7,0.0,25,141750,卖盘
13:02:11,56.71,0.01,15,85052,买盘
13:02:14,56.7,-0.01,5,28350,中性盘
13:02:17,56.69,-0.01,14,79373,卖盘
13:02:23,56.69,0.0,5,28345,买盘
13:02:26,56.69,0.0,8,45351,买盘
13:02:29,56.68,-0.01,38,215392,卖盘
13:02:32,56.67,-0.01,11,62337,卖盘
13:02:35,56.65,-0.02,4,22663,卖盘
13:02:38,56.66,0.01,11,62324,买盘
13:02:41,56.66,0.0,2,11331,买盘
13:02:47,56.65,-0.01,18,101970,买盘
13:02:50,56.63,-0.02,2,11327,卖盘
13:02:56,56.63,0.0,12,67956,卖盘
13:02:59,56.63,0.0,5,28315,卖盘
13:03:02,56.62,-0.01,1,5662,卖盘
13:03:05,56.63,0.01,22,124586,买盘
13:03:08,56.62,-0.01,22,124584,卖盘
13:03:11,56.63,0.01,7,39641,买盘
13:03:14,56.62,-0.01,2,11324,卖盘
13:03:17,56.64,0.02,58,328457,买盘
13:03:20,56.63,-0.01,6,33981,卖盘
13:03:23,56.63,0.0,4,22652,买盘
13:03:32,56.62,-0.01,10,56634,卖盘
13:03:35,56.64,0.02,33,186908,买盘
13:03:38,56.64,0.0,7,39645,买盘
13:03:41,56.64,0.0,16,90631,中性盘
13:03:44,56.65,0.01,40,226610,买盘
13:03:47,56.65,0.0,5,28325,卖盘
13:03:50,56.65,0.0,2,11330,卖盘
13:03:56,56.65,0.0,13,73657,卖盘
13:03:59,56.67,0.02,6,33992,买盘
13:04:02,56.68,0.01,3,17004,买盘
13:04:05,56.68,0.0,9,51012,买盘
13:04:08,56.68,0.0,10,56690,买盘
13:04:11,56.7,0.02,1,5670,买盘
13:04:14,56.72,0.02,7,39701,买盘
13:04:17,56.74,0.02,2,11348,中性盘
13:04:23,56.76,0.02,20,113466,买盘
13:04:26,56.77,0.01,2,11354,买盘
13:04:29,56.78,0.01,6,34065,买盘
13:04:32,56.78,0.0,12,68128,买盘
13:04:35,56.78,0.0,20,113561,买盘
13:04:38,56.8,0.02,7,39756,买盘
13:04:41,56.79,-0.01,14,79497,买盘
13:04:44,56.78,-0.01,28,158999,卖盘
13:04:47,56.8,0.02,76,431580,买盘
13:04:50,56.81,0.01,60,340806,中性盘
13:04:53,56.83,0.02,32,181856,买盘
13:04:56,56.86,0.03,60,341114,买盘
13:04:59,56.85,-0.01,58,329848,卖盘
13:05:02,56.86,0.01,9,51177,中性盘
13:05:05,56.86,0.0,6,34129,卖盘
13:05:08,56.9,0.04,70,398299,买盘
13:05:11,56.91,0.01,43,244677,买盘
13:05:14,57.0,0.09,149,849004,买盘
13:05:17,57.01,0.01,37,210901,买盘
13:05:20,57.08,0.07,45,256738,买盘
13:05:23,57.06,-0.02,7,39954,中性盘
13:05:26,57.08,0.02,12,68518,中性盘
13:05:29,57.12,0.04,15,85661,买盘
13:05:32,57.12,0.0,74,422691,中性盘
13:05:35,57.13,0.01,150,856697,买盘
13:05:38,57.13,0.0,28,159884,买盘
13:05:41,57.11,-0.02,43,245532,买盘
13:05:44,57.15,0.04,197,1125288,买盘
13:05:47,57.11,-0.04,73,416756,中性盘
13:05:50,57.08,-0.03,29,165586,卖盘
13:05:53,57.11,0.03,81,462516,买盘
13:05:56,57.1,-0.01,23,131267,中性盘
13:05:59,57.08,-0.02,19,108479,中性盘
13:06:02,57.09,0.01,25,142701,买盘
13:06:05,57.03,-0.06,14,79901,卖盘
13:06:08,57.02,-0.01,51,291076,卖盘
13:06:11,57.01,-0.01,19,108341,卖盘
13:06:14,56.98,-0.03,16,91181,卖盘
13:06:17,56.92,-0.06,6,34157,卖盘
13:06:20,56.99,0.07,9,51279,买盘
13:06:23,57.0,0.01,14,79793,买盘
13:06:26,57.0,0.0,87,495884,买盘
13:06:29,56.99,-0.01,29,165285,卖盘
13:06:32,57.02,0.03,33,188123,买盘
13:06:35,56.99,-0.03,17,96867,买盘
13:06:38,56.99,0.0,4,22796,买盘
13:06:41,56.98,-0.01,8,45584,买盘
13:06:44,56.98,0.0,8,45587,买盘
13:06:47,56.99,0.01,6,34181,买盘
13:06:50,56.93,-0.06,22,125261,卖盘
13:06:53,56.95,0.02,2,11390,买盘
13:06:59,56.92,-0.03,20,113840,卖盘
13:07:02,56.91,-0.01,32,182151,卖盘
13:07:05,56.9,-0.01,28,159342,卖盘
13:07:08,56.9,0.0,12,68280,卖盘
13:07:11,56.9,0.0,23,130867,卖盘
13:07:14,56.89,-0.01,4,22756,卖盘
13:07:17,56.89,0.0,29,164960,卖盘
13:07:20,56.9,0.01,97,551872,买盘
13:07:23,56.89,-0.01,12,68279,卖盘
13:07:26,56.87,-0.02,5,28435,卖盘
13:07:29,56.87,0.0,2,11374,卖盘
13:07:32,56.86,-0.01,4,22745,卖盘
13:07:35,56.87,0.01,35,199044,买盘
13:07:38,56.88,0.01,41,233243,中性盘
13:07:41,56.88,0.0,8,45511,卖盘
13:07:44,56.88,0.0,18,102394,卖盘
13:07:47,56.88,0.0,11,62566,买盘
13:07:50,56.88,0.0,5,28440,买盘
13:07:56,56.88,0.0,12,68255,买盘
13:07:59,56.88,0.0,58,329872,买盘
13:08:02,56.88,0.0,8,45504,买盘
13:08:05,56.88,0.0,2,11376,卖盘
13:08:08,56.88,0.0,42,239005,卖盘
13:08:11,57.03,0.15,174,991252,买盘
13:08:14,57.09,0.06,162,924647,买盘
13:08:17,57.09,0.0,50,285490,卖盘
13:08:20,57.12,0.03,39,222700,买盘
13:08:23,57.14,0.02,15,85674,买盘
13:08:26,57.15,0.01,49,280006,买盘
13:08:29,57.17,0.02,35,200038,买盘
13:08:32,57.22,0.05,195,1115389,买盘
13:08:35,57.26,0.04,62,354978,买盘
13:08:38,57.26,0.0,37,211850,卖盘
