成交时间,成交价格,价格变动,成交量,成交金额,性质
11:24:30,18.79,0.01,60,112712,买盘
11:24:33,18.79,0.0,99,185934,买盘
11:24:36,18.78,-0.01,1098,2063132,卖盘
11:24:39,18.79,0.01,6,11273,买盘
11:24:42,18.78,-0.01,52,97684,卖盘
11:24:45,18.79,0.01,166,311818,买盘
11:24:48,18.77,-0.02,498,935263,卖盘
11:24:51,18.78,0.01,122,229116,买盘
11:24:54,18.78,0.0,25,46944,买盘
11:24:57,18.78,0.0,114,214092,买盘
11:25:00,18.77,-0.01,26,48816,卖盘
11:25:03,18.78,0.01,132,247865,买盘
11:25:06,18.78,0.0,22,41306,卖盘
11:25:09,18.78,0.0,74,138975,买盘
11:25:12,18.78,0.0,200,375579,买盘
11:25:15,18.76,-0.02,1862,3495015,卖盘
11:25:18,18.77,0.01,61,114478,买盘
11:25:21,18.77,0.0,42,78804,买盘
11:25:24,18.77,0.0,345,647565,买盘
11:25:27,18.77,0.0,28,52559,卖盘
11:25:30,18.77,0.0,40,75080,卖盘
11:25:33,18.77,0.0,59,110746,卖盘
11:25:36,18.77,0.0,852,1599189,卖盘
11:25:39,18.77,0.0,19,35663,买盘
11:25:42,18.77,0.0,80,150138,买盘
11:25:45,18.77,0.0,88,165175,买盘
11:25:48,18.77,0.0,76,142603,买盘
11:25:51,18.76,-0.01,16,30026,卖盘
11:25:54,18.76,0.0,227,425922,卖盘
11:25:57,18.76,0.0,297,557177,卖盘
11:26:00,18.76,0.0,254,476735,卖盘
11:26:03,18.76,0.0,488,915572,卖盘
11:26:06,18.76,0.0,1137,2134018,卖盘
11:26:09,18.76,0.0,524,983216,卖盘
11:26:12,18.77,0.01,135,253268,买盘
11:26:15,18.77,0.0,95,178267,买盘
11:26:18,18.77,0.0,858,1609674,买盘
11:26:21,18.77,0.0,142,266508,买盘
11:26:24,18.77,0.0,119,223362,买盘
11:26:27,18.77,0.0,191,358445,买盘
11:26:30,18.76,-0.01,86,161397,卖盘
11:26:33,18.76,0.0,86,161371,卖盘
11:26:36,18.77,0.01,2507,4705612,买盘
11:26:39,18.78,0.01,72,135179,买盘
11:26:42,18.78,0.0,47,88261,买盘
11:26:45,18.78,0.0,2,3756,买盘
11:26:48,18.78,0.0,297,557766,买盘
11:26:51,18.78,0.0,123,231061,卖盘
11:26:54,18.78,0.0,45,84552,卖盘
11:26:57,18.78,0.0,79,148402,卖盘
11:27:00,18.78,0.0,104,195341,卖盘
11:27:03,18.79,0.01,65,122133,买盘
11:27:06,18.79,0.0,23,43217,买盘
11:27:09,18.79,0.0,59,110856,买盘
11:27:12,18.79,0.0,45,84555,买盘
11:27:15,18.79,0.0,82,154078,买盘
11:27:18,18.8,0.01,45,84590,买盘
11:27:21,18.79,-0.01,57,107103,卖盘
11:27:24,18.79,0.0,65,122135,买盘
11:27:27,18.79,0.0,29,54489,买盘
11:27:30,18.79,0.0,89,167230,买盘
11:27:33,18.79,0.0,81,152181,买盘
11:27:36,18.79,0.0,38,71402,买盘
11:27:39,18.79,0.0,75,140922,买盘
11:27:42,18.79,0.0,71,133368,买盘
11:27:45,18.79,0.0,77,144683,买盘
11:27:48,18.79,0.0,61,114619,卖盘
11:27:51,18.79,0.0,134,251818,卖盘
11:27:54,18.79,0.0,36,67644,买盘
11:27:57,18.79,0.0,152,285603,买盘
11:28:00,18.79,0.0,44,82654,买盘
11:28:03,18.79,0.0,24,45092,买盘
11:28:06,18.79,0.0,15,28185,买盘
11:28:09,18.79,0.0,92,172860,买盘
11:28:12,18.78,-0.01,224,420932,卖盘
11:28:15,18.78,0.0,38,71378,卖盘
11:28:18,18.78,0.0,56,105219,卖盘
11:28:21,18.79,0.01,98,184053,买盘
11:28:24,18.79,0.0,33,62007,买盘
11:28:27,18.79,0.0,105,197279,买盘
11:28:30,18.79,0.0,74,139043,买盘
11:28:33,18.79,0.0,38,71397,买盘
11:28:36,18.78,-0.01,61,114602,卖盘
11:28:39,18.79,0.01,56,105217,卖盘
11:28:42,18.79,0.0,232,435925,卖盘
11:28:45,18.78,-0.01,244,458268,卖盘
11:28:48,18.79,0.01,18,33814,买盘
11:28:51,18.78,-0.01,156,293054,卖盘
11:28:54,18.77,-0.01,1369,2570787,卖盘
11:28:57,18.78,0.01,87,163364,买盘
11:29:00,18.78,0.0,1348,2530274,买盘
11:29:03,18.77,-0.01,526,986872,卖盘
11:29:06,18.76,-0.01,263,493456,卖盘
11:29:09,18.77,0.01,172,322725,买盘
11:29:12,18.77,0.0,397,744913,买盘
11:29:15,18.76,-0.01,1705,3198417,卖盘
11:29:18,18.76,0.0,131,245682,买盘
11:29:21,18.76,0.0,1916,3592650,买盘
11:29:24,18.76,0.0,383,718162,买盘
11:29:27,18.76,0.0,348,652511,买盘
11:29:30,18.75,-0.01,2325,4359182,卖盘
11:29:33,18.75,0.0,99,185604,买盘
11:29:36,18.75,0.0,1381,2588042,买盘
11:29:39,18.75,0.0,282,528732,买盘
11:29:42,18.74,-0.01,234,438385,卖盘
11:29:45,18.74,0.0,484,906703,中性盘
11:29:48,18.75,0.01,224,419927,买盘
11:29:51,18.75,0.0,62,116195,买盘
11:29:54,18.75,0.0,1566,2936250,买盘
11:29:57,18.75,0.0,42,78750,卖盘
11:30:00,18.75,0.0,145,271892,卖盘
13:00:00,18.76,0.01,174,326277,买盘
13:00:03,18.76,0.0,1389,2604720,买盘
13:00:06,18.76,0.0,1070,2008055,卖盘
13:00:09,18.76,0.0,1050,1969758,卖盘
13:00:12,18.75,-0.01,141,264504,卖盘
13:00:15,18.76,0.01,72,135063,买盘
13:00:18,18.77,0.01,475,891013,买盘
13:00:21,18.77,0.0,80,150286,卖盘
13:00:24,18.78,0.01,3,5634,买盘
13:00:27,18.78,0.0,38,71342,买盘
13:00:30,18.78,0.0,61,114522,买盘
13:00:33,18.76,-0.02,118,221460,卖盘
13:00:36,18.77,0.01,8,15016,买盘
13:00:39,18.76,-0.01,392,735394,卖盘
13:00:42,18.77,0.01,23,43161,买盘
13:00:45,18.77,0.0,196,367732,买盘
13:00:48,18.77,0.0,44,82572,买盘
13:00:51,18.77,0.0,41,76953,买盘
13:00:54,18.77,0.0,79,148238,买盘
13:00:57,18.77,0.0,93,174551,买盘
13:01:00,18.76,-0.01,167,313333,卖盘
13:01:03,18.77,0.01,504,945547,买盘
13:01:06,18.77,0.0,30,56310,买盘
13:01:09,18.78,0.01,360,675720,买盘
13:01:12,18.76,-0.02,154,288989,卖盘
13:01:15,18.77,0.01,60,112627,卖盘
13:01:18,18.77,0.0,73,137021,卖盘
13:01:21,18.78,0.01,88,165212,买盘
13:01:24,18.77,-0.01,226,424161,卖盘
13:01:27,18.78,0.01,53,99489,买盘
13:01:30,18.77,-0.01,36,67582,卖盘
13:01:33,18.77,0.0,190,356633,卖盘
13:01:36,18.77,0.0,27,50685,买盘
13:01:39,18.78,0.01,109,205378,买盘
13:01:42,18.77,-0.01,70,131390,卖盘
13:01:45,18.77,0.0,69,129554,卖盘
13:01:48,18.77,0.0,172,322094,卖盘
13:01:51,18.77,0.0,93,174561,买盘
13:01:54,18.77,0.0,105,197085,买盘
13:01:57,18.77,0.0,85,159483,买盘
13:02:00,18.76,-0.01,428,802968,卖盘
13:02:03,18.76,0.0,130,243912,卖盘
13:02:06,18.76,0.0,143,268311,卖盘
13:02:09,18.75,-0.01,1696,3180563,卖盘
13:02:12,18.75,0.0,415,777448,卖盘
13:02:15,18.75,0.0,74,138749,买盘
13:02:18,18.74,-0.01,649,1216329,卖盘
13:02:21,18.74,0.0,626,1173121,卖盘
13:02:24,18.74,0.0,91,171157,买盘
13:02:27,18.73,-0.01,1990,3727297,卖盘
13:02:30,18.73,0.0,898,1681996,卖盘
13:02:33,18.73,0.0,101,189204,卖盘
13:02:36,18.74,0.01,92,172317,买盘
13:02:39,18.73,-0.01,212,397087,卖盘
13:02:42,18.72,-0.01,462,864657,卖盘
13:02:45,18.72,0.0,492,921094,卖盘
13:02:48,18.73,0.01,118,220920,买盘
13:02:51,18.73,0.0,233,436290,买盘
13:02:54,18.73,0.0,819,1533207,买盘
13:02:57,18.72,-0.01,84,157275,卖盘
13:03:00,18.73,0.01,115,215312,买盘
13:03:03,18.74,0.01,625,1171144,买盘
13:03:06,18.73,-0.01,170,318397,卖盘
13:03:09,18.73,0.0,70,131110,卖盘
13:03:12,18.73,0.0,78,146084,买盘
13:03:15,18.73,0.0,30,56185,买盘
13:03:18,18.72,-0.01,97,181665,卖盘
13:03:21,18.73,0.01,37,69291,买盘
13:03:24,18.73,0.0,53,99269,卖盘
13:03:27,18.73,0.0,142,265977,卖盘
13:03:30,18.74,0.01,7,13117,买盘
13:03:33,18.74,0.0,36,67434,买盘
13:03:36,18.73,-0.01,261,488853,卖盘
13:03:39,18.73,0.0,107,200404,买盘
13:03:42,18.73,0.0,15,28095,买盘
13:03:45,18.73,0.0,583,1091485,买盘
13:03:48,18.73,0.0,168,314637,买盘
13:03:51,18.73,0.0,219,410027,买盘
13:03:54,18.73,0.0,67,125491,卖盘
13:03:57,18.73,0.0,1,1873,卖盘
13:04:00,18.73,0.0,142,265988,卖盘
13:04:03,18.73,0.0,69,129289,卖盘
13:04:06,18.73,0.0,75,140495,卖盘
13:04:09,18.73,0.0,90,168583,卖盘
13:04:12,18.73,0.0,556,1041407,卖盘
13:04:15,18.73,0.0,40,74928,卖盘
13:04:18,18.73,0.0,133,249152,卖盘
13:04:21,18.74,0.01,121,226719,买盘
13:04:24,18.74,0.0,106,198612,买盘
13:04:27,18.74,0.0,59,110566,买盘
13:04:30,18.73,-0.01,263,492650,卖盘
13:04:33,18.73,0.0,91,170450,卖盘
13:04:36,18.74,0.01,47,88046,买盘
13:04:39,18.74,0.0,102,191096,买盘
13:04:42,18.74,0.0,85,159217,买盘
13:04:45,18.74,0.0,173,324123,买盘
13:04:48,18.74,0.0,612,1146327,买盘
13:04:51,18.73,-0.01,205,384011,卖盘
13:04:54,18.73,0.0,60,112415,卖盘
13:04:57,18.74,0.01,63,118061,买盘
13:05:00,18.74,0.0,50,93666,买盘
13:05:03,18.74,0.0,198,370877,买盘
13:05:06,18.73,-0.01,131,245466,卖盘
13:05:09,18.74,0.01,86,161139,买盘
13:05:12,18.73,-0.01,179,335271,卖盘
13:05:15,18.73,0.0,354,663127,卖盘
13:05:18,18.74,0.01,53,99295,买盘
13:05:21,18.74,0.0,97,181696,买盘
13:05:24,18.73,-0.01,99,185427,卖盘
13:05:27,18.74,0.01,596,1116397,买盘
13:05:30,18.73,-0.01,286,535715,卖盘
13:05:33,18.74,0.01,170,318447,买盘
13:05:36,18.73,-0.01,58,108636,卖盘
13:05:39,18.74,0.01,67,125527,买盘
13:05:42,18.73,-0.01,100,187361,卖盘
13:05:45,18.74,0.01,252,472114,买盘
13:05:48,18.74,0.0,85,159226,买盘
13:05:51,18.74,0.0,328,614361,买盘
13:05:54,18.74,0.0,218,408342,买盘
13:05:57,18.74,0.0,1079,2022036,买盘
13:06:00,18.74,0.0,431,807717,买盘
13:06:03,18.74,0.0,28,52472,卖盘
13:06:06,18.74,0.0,83,155550,卖盘
13:06:09,18.75,0.01,144,269984,买盘
13:06:12,18.73,-0.02,905,1695508,卖盘
13:06:15,18.73,0.0,1050,1966721,卖盘
13:06:18,18.72,-0.01,1945,3640482,卖盘
13:06:21,18.72,0.0,193,361365,买盘
13:06:24,18.72,0.0,24,44928,中性盘
13:06:27,18.71,-0.01,763,1427993,卖盘
13:06:30,18.72,0.01,174,325748,买盘
13:06:33,18.72,0.0,124,232127,买盘
13:06:36,18.72,0.0,76,142239,买盘
13:06:39,18.72,0.0,250,467980,买盘
13:06:42,18.72,0.0,456,853478,中性盘
13:06:45,18.72,0.0,69,129147,买盘
13:06:48,18.72,0.0,192,359462,卖盘
13:06:51,18.72,0.0,72,134734,买盘
13:06:54,18.72,0.0,225,421140,买盘
13:06:57,18.71,-0.01,274,512713,卖盘
13:07:00,18.71,0.0,808,1511870,卖盘
13:07:03,18.71,0.0,314,587595,卖盘
13:07:06,18.71,0.0,1913,3579223,卖盘
13:07:09,18.72,0.01,2913,5450508,买盘
13:07:12,18.72,0.0,182,340739,卖盘
13:07:15,18.73,0.01,111,207797,买盘
13:07:18,18.72,-0.01,98,183456,卖盘
13:07:21,18.72,0.0,66,123558,卖盘
13:07:24,18.73,0.01,105,196563,买盘
13:07:27,18.72,-0.01,198,370708,卖盘
13:07:30,18.72,0.0,6,11232,卖盘
13:07:33,18.72,0.0,37,69289,卖盘
13:07:36,18.72,0.0,19,35569,卖盘
13:07:39,18.72,0.0,19,35568,卖盘
13:07:42,18.72,0.0,10,18726,卖盘
13:07:45,18.73,0.01,9,16855,买盘
13:07:48,18.72,-0.01,77,144162,卖盘
13:07:51,18.72,0.0,94,175997,卖盘
13:07:54,18.73,0.01,42,78636,买盘
13:07:57,18.73,0.0,10,18730,买盘
13:08:00,18.73,0.0,45,84268,买盘
13:08:03,18.73,0.0,165,309044,买盘
13:08:06,18.72,-0.01,59,110477,卖盘
13:08:09,18.73,0.01,115,215292,买盘
13:08:12,18.72,-0.01,295,552712,卖盘
13:08:15,18.73,0.01,71,132975,买盘
13:08:18,18.73,0.0,76,142342,买盘
13:08:21,18.73,0.0,126,235977,买盘
13:08:24,18.73,0.0,199,372699,买盘
13:08:27,18.73,0.0,46,86158,卖盘
13:08:30,18.74,0.01,40,74928,买盘
13:08:33,18.73,-0.01,43,80551,卖盘
13:08:36,18.74,0.01,64,119926,买盘
13:08:39,18.74,0.0,12,22485,买盘
13:08:42,18.74,0.0,100,187397,买盘
13:08:45,18.74,0.0,127,237998,买盘
13:08:48,18.75,0.01,54,101222,买盘
13:08:51,18.75,0.0,36,67467,买盘
13:08:54,18.75,0.0,157,294365,买盘
13:08:57,18.75,0.0,49,91867,买盘
13:09:00,18.75,0.0,75,140625,买盘
13:09:03,18.75,0.0,139,260545,买盘
13:09:06,18.75,0.0,132,247500,买盘
13:09:09,18.73,-0.02,1164,2180933,卖盘
13:09:12,18.74,0.01,148,277371,买盘
13:09:15,18.73,-0.01,199,372812,卖盘
13:09:18,18.73,0.0,15,28108,卖盘
13:09:21,18.74,0.01,33,61825,买盘
13:09:24,18.74,0.0,245,459079,买盘
13:09:27,18.74,0.0,29,54346,卖盘
13:09:30,18.75,0.01,42,78711,买盘
13:09:33,18.74,-0.01,144,269868,卖盘
13:09:36,18.74,0.0,247,462862,买盘
13:09:39,18.73,-0.01,69,129278,卖盘
13:09:42,18.74,0.01,49,91820,买盘
13:09:45,18.74,0.0,35,65588,买盘
13:09:48,18.73,-0.01,424,794295,卖盘
13:09:51,18.74,0.01,217,406482,买盘
13:09:54,18.73,-0.01,118,221043,卖盘
13:09:57,18.74,0.01,578,1082653,买盘
13:10:00,18.73,-0.01,33,61814,卖盘
13:10:03,18.73,0.0,46,86175,卖盘
13:10:06,18.74,0.01,24,44970,买盘
13:10:09,18.73,-0.01,383,717399,卖盘
13:10:12,18.73,0.0,266,498218,买盘
13:10:15,18.73,0.0,117,219162,买盘
13:10:18,18.73,0.0,137,256688,买盘
13:10:21,18.73,0.0,13,24349,卖盘
13:10:24,18.73,0.0,45,84291,卖盘
13:10:27,18.74,0.01,38,71185,买盘
13:10:30,18.73,-0.01,74,138626,卖盘
13:10:33,18.74,0.01,29,54322,买盘
13:10:36,18.74,0.0,24,44966,买盘
13:10:39,18.73,-0.01,153,286648,卖盘
13:10:42,18.73,0.0,144,269730,卖盘
13:10:45,18.74,0.01,172,322211,买盘
13:10:48,18.74,0.0,195,365348,买盘
13:10:51,18.73,-0.01,53,99290,卖盘
13:10:54,18.73,0.0,114,213526,卖盘
13:10:57,18.73,0.0,183,342847,卖盘
13:11:00,18.73,0.0,60,112015,卖盘
13:11:03,18.73,0.0,288,539525,卖盘
13:11:06,18.74,0.01,35,65568,买盘
13:11:09,18.73,-0.01,18,33716,卖盘
13:11:12,18.74,0.01,33,61832,买盘
13:11:15,18.73,-0.01,48,89914,卖盘
13:11:18,18.73,0.0,293,548830,卖盘
13:11:21,18.74,0.01,36,67440,买盘
13:11:24,18.73,-0.01,141,264143,卖盘
13:11:27,18.74,0.01,60,112392,买盘
13:11:30,18.74,0.0,389,728882,买盘
13:11:33,18.74,0.0,41,76814,买盘
13:11:36,18.73,-0.01,566,1060544,卖盘
13:11:39,18.73,0.0,73,136717,买盘
13:11:42,18.73,0.0,348,651761,买盘
13:11:45,18.73,0.0,154,288399,买盘
13:11:48,18.73,0.0,244,456831,买盘
13:11:51,18.73,0.0,139,260344,买盘
13:11:54,18.73,0.0,208,389576,买盘
13:11:57,18.73,0.0,60,112353,买盘
13:12:00,18.73,0.0,38,71174,买盘
13:12:03,18.73,0.0,74,138597,买盘
13:12:06,18.73,0.0,63,117996,买盘
13:12:09,18.73,0.0,1550,2902764,买盘
13:12:12,18.75,0.02,1229,2303153,买盘
13:12:15,18.75,0.0,26,48745,买盘
13:12:18,18.74,-0.01,899,1684732,卖盘
13:12:21,18.75,0.01,102,191162,买盘
13:12:24,18.75,0.0,151,283125,买盘
13:12:27,18.75,0.0,62,116229,买盘
13:12:30,18.75,0.0,111,208132,买盘
13:12:33,18.76,0.01,90,168782,买盘
13:12:36,18.76,0.0,254,476271,买盘
13:12:39,18.76,0.0,102,191346,买盘
13:12:42,18.76,0.0,299,560924,买盘
13:12:45,18.76,0.0,100,187599,买盘
13:12:48,18.77,0.01,23,43156,买盘
13:12:51,18.76,-0.01,189,354579,卖盘
13:12:54,18.76,0.0,156,292676,买盘
13:12:57,18.76,0.0,362,678899,中性盘
13:13:00,18.76,0.0,151,283295,卖盘
13:13:03,18.77,0.01,408,765742,买盘
13:13:06,18.77,0.0,17,31909,买盘
13:13:09,18.77,0.0,68,127630,中性盘
13:13:12,18.76,-0.01,750,1407223,卖盘
13:13:15,18.75,-0.01,936,1755008,卖盘
13:13:18,18.75,0.0,57,106875,卖盘
13:13:21,18.76,0.01,119,223207,买盘
13:13:24,18.76,0.0,28,52525,买盘
13:13:27,18.75,-0.01,33,61884,卖盘
13:13:30,18.75,0.0,112,210089,卖盘
13:13:33,18.76,0.01,71,133144,买盘
13:13:36,18.76,0.0,108,202516,买盘
13:13:39,18.76,0.0,41,76912,买盘
13:13:42,18.76,0.0,104,195095,买盘
13:13:45,18.76,0.0,106,198845,买盘
13:13:48,18.75,-0.01,90,168758,卖盘
13:13:51,18.75,0.0,206,386455,卖盘
13:13:54,18.76,0.01,42,78792,买盘
13:13:57,18.76,0.0,77,144432,买盘
13:14:00,18.76,0.0,51,95676,买盘
13:14:03,18.76,0.0,58,108805,买盘
13:14:06,18.76,0.0,255,478390,买盘
13:14:09,18.76,0.0,235,440900,卖盘
13:14:12,18.78,0.02,12,22528,买盘
13:14:15,18.77,-0.01,7,13139,卖盘
13:14:18,18.78,0.01,40,75100,买盘
13:14:21,18.78,0.0,91,170897,买盘
13:14:24,18.79,0.01,60,112740,买盘
13:14:27,18.8,0.01,696,1308197,买盘
13:14:30,18.82,0.02,2810,5283906,买盘
13:14:33,18.83,0.01,469,882762,买盘
13:14:36,18.85,0.02,368,693597,买盘
13:14:39,18.86,0.01,345,650813,买盘
13:14:42,18.87,0.01,290,547244,买盘
13:14:45,18.86,-0.01,1228,2316501,卖盘
13:14:48,18.87,0.01,472,890738,买盘
13:14:51,18.87,0.0,480,906075,卖盘
13:14:54,18.87,0.0,710,1340416,卖盘
13:14:57,18.87,0.0,430,811437,卖盘
13:15:00,18.86,-0.01,907,1711993,卖盘
13:15:03,18.87,0.01,1215,2291624,买盘
13:15:06,18.86,-0.01,287,541431,买盘
13:15:09,18.85,-0.01,384,723897,卖盘
13:15:12,18.85,0.0,177,333701,买盘
13:15:15,18.86,0.01,290,546535,买盘
13:15:18,18.85,-0.01,156,294093,卖盘
13:15:21,18.85,0.0,169,318661,买盘
13:15:24,18.85,0.0,539,1016352,卖盘
13:15:27,18.86,0.01,141,265922,买盘
13:15:30,18.86,0.0,156,294176,买盘
13:15:33,18.86,0.0,93,175410,卖盘
13:15:36,18.86,0.0,106,199982,卖盘
13:15:39,18.87,0.01,643,1212764,买盘
13:15:42,18.87,0.0,409,771462,买盘
13:15:45,18.86,-0.01,683,1288186,卖盘
13:15:48,18.86,0.0,873,1646480,买盘
13:15:51,18.86,0.0,232,437509,买盘
13:15:54,18.86,0.0,136,256487,买盘
13:15:57,18.86,0.0,104,196128,买盘
13:16:00,18.86,0.0,222,418671,买盘
13:16:03,18.86,0.0,56,105610,卖盘
13:16:06,18.87,0.01,100,188611,买盘
13:16:09,18.86,-0.01,424,799712,卖盘
13:16:12,18.86,0.0,1442,2719052,卖盘
13:16:15,18.86,0.0,281,529879,买盘
13:16:18,18.86,0.0,82,154649,买盘
13:16:21,18.86,0.0,127,238670,买盘
13:16:24,18.85,-0.01,197,372119,卖盘
13:16:27,18.85,0.0,537,1011057,买盘
13:16:30,18.85,0.0,195,368313,买盘
13:16:33,18.85,0.0,144,271324,买盘
13:16:36,18.84,-0.01,199,374799,中性盘
13:16:39,18.82,-0.02,320,602266,卖盘
13:16:42,18.82,0.0,67,126074,买盘
13:16:45,18.82,0.0,1126,2120304,买盘
13:16:48,18.83,0.01,190,357794,中性盘
13:16:51,18.82,-0.01,28,52703,卖盘
13:16:54,18.83,0.01,57,107331,买盘
13:16:57,18.84,0.01,30,56496,买盘
13:17:00,18.85,0.01,60,113013,买盘
13:17:03,18.85,0.0,35,65943,买盘
13:17:06,18.85,0.0,282,530837,买盘
13:17:09,18.87,0.02,632,1191963,买盘
13:17:12,18.86,-0.01,123,231978,卖盘
13:17:15,18.86,0.0,514,969396,卖盘
13:17:18,18.87,0.01,213,401714,买盘
13:17:21,18.87,0.0,332,626431,买盘
13:17:24,18.87,0.0,169,318834,买盘
13:17:27,18.87,0.0,255,480952,买盘
13:17:30,18.87,0.0,489,922386,买盘
13:17:33,18.87,0.0,416,784948,买盘
13:17:36,18.87,0.0,579,1092573,买盘
13:17:39,18.87,0.0,273,515146,买盘
13:17:42,18.87,0.0,321,605703,买盘
13:17:45,18.87,0.0,1039,1959270,中性盘
13:17:48,18.86,-0.01,454,856383,卖盘
13:17:51,18.86,0.0,107,201794,买盘
13:17:54,18.86,0.0,430,811295,买盘
13:17:57,18.85,-0.01,501,944640,卖盘
13:18:00,18.85,0.0,177,333796,卖盘
13:18:03,18.86,0.01,648,1221642,买盘
13:18:06,18.86,0.0,35,65997,买盘
13:18:09,18.86,0.0,76,143303,买盘
13:18:12,18.86,0.0,164,309315,买盘
13:18:15,18.86,0.0,117,220662,卖盘
13:18:18,18.87,0.01,412,777409,买盘
13:18:21,18.87,0.0,143,269869,卖盘
13:18:24,18.87,0.0,102,192476,卖盘
13:18:27,18.87,0.0,433,816874,卖盘
13:18:30,18.87,0.0,164,309436,买盘
13:18:33,18.88,0.01,33,62289,买盘
13:18:36,18.87,-0.01,73,137763,卖盘
13:18:39,18.87,0.0,268,505789,卖盘
13:18:42,18.87,0.0,36,67932,买盘
13:18:45,18.85,-0.02,432,814989,卖盘
13:18:48,18.86,0.01,53,100001,中性盘
13:18:51,18.86,0.0,196,369704,卖盘
13:18:54,18.86,0.0,53,99970,卖盘
13:18:57,18.86,0.0,480,904898,卖盘
13:19:00,18.86,0.0,375,707070,卖盘
13:19:03,18.86,0.0,220,414718,买盘
13:19:06,18.85,-0.01,83,156455,卖盘
13:19:09,18.85,0.0,499,940192,买盘
13:19:12,18.85,0.0,240,452228,买盘
13:19:15,18.86,0.01,677,1276332,买盘
13:19:18,18.84,-0.02,15,28264,中性盘
13:19:21,18.85,0.01,64,120592,买盘
13:19:24,18.86,0.01,233,439215,买盘
13:19:27,18.86,0.0,112,211127,买盘
13:19:30,18.85,-0.01,109,205523,卖盘
13:19:33,18.86,0.01,103,194189,买盘
13:19:36,18.86,0.0,111,209293,买盘
13:19:39,18.85,-0.01,73,137627,卖盘
13:19:42,18.85,0.0,224,422246,卖盘
13:19:45,18.86,0.01,129,243177,买盘
13:19:48,18.85,-0.01,108,203593,买盘
13:19:51,18.85,0.0,51,96155,买盘
13:19:54,18.85,0.0,28,52790,卖盘
13:19:57,18.86,0.01,23,43365,买盘
13:20:00,18.85,-0.01,284,535396,卖盘
13:20:03,18.85,0.0,106,199810,买盘
13:20:06,18.85,0.0,33,62207,买盘
13:20:09,18.85,0.0,66,124396,买盘
13:20:12,18.85,0.0,156,293971,买盘
13:20:15,18.84,-0.01,108,203515,卖盘
13:20:18,18.84,0.0,94,177176,卖盘
13:20:21,18.84,0.0,117,220481,卖盘
13:20:24,18.84,0.0,164,309007,卖盘
13:20:27,18.84,0.0,56,105507,卖盘
13:20:30,18.84,0.0,136,256236,卖盘
13:20:33,18.84,0.0,22,41428,买盘
13:20:36,18.84,0.0,527,992868,买盘
13:20:39,18.83,-0.01,33,62145,卖盘
13:20:42,18.83,0.0,234,440657,卖盘
13:20:45,18.83,0.0,13,24491,卖盘
13:20:48,18.84,0.01,31,58389,买盘
13:20:51,18.84,0.0,76,143180,买盘
13:20:54,18.84,0.0,37,69676,买盘
13:20:57,18.84,0.0,65,122423,买盘
13:21:00,18.84,0.0,59,111139,买盘
13:21:03,18.84,0.0,704,1325779,买盘
13:21:06,18.84,0.0,417,785346,买盘
13:21:09,18.83,-0.01,49,92277,卖盘
13:21:12,18.83,0.0,263,495221,卖盘
13:21:15,18.83,0.0,15,28245,买盘
13:21:18,18.83,0.0,74,139307,买盘
13:21:21,18.82,-0.01,375,706121,卖盘
13:21:24,18.84,0.02,27,50867,买盘
13:21:27,18.84,0.0,618,1164545,买盘
13:21:30,18.83,-0.01,100,188314,卖盘
13:21:33,18.83,0.0,125,235384,卖盘
13:21:36,18.84,0.01,159,299477,买盘
13:21:39,18.84,0.0,21,39564,卖盘
13:21:42,18.84,0.0,47,88548,卖盘
13:21:45,18.84,0.0,151,284503,卖盘
13:21:48,18.85,0.01,129,243161,买盘
13:21:51,18.84,-0.01,163,307128,卖盘
13:21:54,18.84,0.0,251,473028,卖盘
13:21:57,18.85,0.01,77,145143,买盘
13:22:00,18.85,0.0,27,50885,买盘
13:22:03,18.85,0.0,46,86710,买盘
13:22:06,18.84,-0.01,162,305245,卖盘
13:22:09,18.84,0.0,361,680280,卖盘
13:22:12,18.85,0.01,192,361865,买盘
13:22:15,18.84,-0.01,108,203472,中性盘
13:22:18,18.84,0.0,94,177113,买盘
13:22:21,18.83,-0.01,64,120575,卖盘
13:22:24,18.84,0.01,30,56510,买盘
13:22:27,18.83,-0.01,240,451934,卖盘
13:22:30,18.83,0.0,222,418178,卖盘
13:22:33,18.84,0.01,47,88508,买盘
13:22:36,18.83,-0.01,21,39543,卖盘
13:22:39,18.83,0.0,81,152558,卖盘
13:22:42,18.83,0.0,429,807879,卖盘
13:22:45,18.83,0.0,52,97652,卖盘
13:22:48,18.82,-0.01,756,1422795,卖盘
13:22:51,18.82,0.0,60,112920,买盘
13:22:54,18.82,0.0,144,271002,买盘
13:22:57,18.82,0.0,37,69610,买盘
13:23:00,18.82,0.0,46,86529,买盘
13:23:03,18.81,-0.01,274,515395,卖盘
13:23:06,18.81,0.0,1081,2033361,卖盘
13:23:09,18.82,0.01,928,1745883,买盘
13:23:12,18.81,-0.01,51,95948,卖盘
13:23:15,18.81,0.0,95,178707,卖盘
13:23:18,18.8,-0.01,98,184318,卖盘
13:23:21,18.8,0.0,69,129788,卖盘
13:23:24,18.8,0.0,72,135424,卖盘
13:23:27,18.8,0.0,117,220072,卖盘
13:23:30,18.81,0.01,4,7521,买盘
13:23:33,18.81,0.0,20,37620,卖盘
13:23:36,18.81,0.0,78,146718,卖盘
13:23:39,18.81,0.0,78,146733,卖盘
13:23:42,18.81,0.0,70,131670,买盘
13:23:45,18.81,0.0,32,60190,买盘
